"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
"1",28.6805629640582,28.2456559946721,28.389921094972,28.1625269513196,28.1892427776042,28.1488719602911,28.1490619881774,28.3134323872271,28.1451346516464,27.9794033314153,27.5334127465308,27.6247975737981,27.3677309973298,26.9260352541465,26.889432225949,25.8447376503791,25.8887181296288,25.9823242532337,25.9524855011894,25.5448607483189,25.1623141805173,24.6804172696078,24.6712235218526,25.0543939647523,25.0470944639363,24.9164521292128,24.7856110331431,24.4470794373877,24.2950536167303,24.1204219054713,24.1836127173576,24.0182583757653,24.2635200215168,23.961219508709,23.8549540476874,23.6058247227833,23.1498139396271
"2",29.5264915675135,30.5608079250817,32.1992572797497,33.4614417435742,35.0969115543099,36.6059051000224,38.277886230249,40.2458527122081,41.7276328979329,43.3128142020633,44.3595566985017,46.3489018593337,47.7928733541603,48.8801400967324,50.6507550134847,50.42642009577,52.4698933460899,54.5977992385127,56.5367348552112,57.6272248601529,58.6602913024208,59.4085873765626,61.4299387332704,64.6402297323043,66.5583102071921,68.1311122439365,69.6022880515272,70.3506647381535,71.5778874778965,72.7161436225613,74.5814746834249,75.6715733143606,78.1591894772074,78.7491225972578,80.0015489315281,80.8051142946695,80.8673388243351
"3",514.231898924981,505.46203557957,507.066957608489,502.127447944144,501.581834421587,499.969077528422,499.069243262336,501.122234071178,497.371395015744,493.656168280005,485.110102425818,486.14010905697,481.081031315004,472.860819528198,471.901143606913,453.366493479202,453.994995221436,455.64262592918,455.251170547896,448.300398461977,441.963984583357,434.012926790704,434.516000852382,442.102002352912,442.927097592623,441.531260400664,440.34735063883,435.553646908987,434.162088469895,432.477688093319,435.104780019123,433.727365374301,439.798529165537,436.0949898674,435.973829554024,433.602848987427,427.443967330909
"4",299.673984393565,293.14358907696,292.661680167038,288.077980931103,286.150974006921,283.433231698387,280.865954133921,279.686850438405,275.11127289084,270.332778892665,262.909556207701,260.245157637,254.128663611071,246.23850378645,241.931556848107,228.591894786849,224.416876561827,220.458532304369,215.066033397727,206.490228790439,198.1007702804,188.837930630425,182.619280112602,178.491091266257,172.060778188465,164.893795762141,157.607349452412,149.20677025709,141.951665770873,134.430418899852,128.129291839117,120.607525157771,114.835586168832,106.545088110349,99.0568180000277,90.2868663337261,80.7863428427394
"5",22.8043307613839,22.865329237237,23.3896555407095,23.6017245246595,24.0598167725284,24.4341251269365,24.8641938765794,25.4458125696706,25.7135130629306,26.0025697078146,25.995671051322,26.4934876293632,26.6576085850327,26.623214918213,26.9582429882073,26.2481919584568,26.6592900161624,27.0963470448282,27.3982480951029,27.2866923481665,27.1557353622766,26.8886581114983,27.1392130014825,27.8329020774891,28.023274044967,28.0785162866077,28.0834500608082,27.8164666316152,27.7396163177785,27.6163678121307,27.7601006955454,27.6129924871691,27.9512263675562,27.6125674873509,27.5008505430656,27.1756723458193,26.6046551998839
"6",54.3785142395105,52.4308392156069,51.5734355365419,50.0592147909433,48.9042103381554,47.707340456656,46.523323698131,45.5938082512055,44.1708327870197,42.7001276428101,40.9003064476633,39.908134172609,38.4121322337598,36.7093655350229,35.6462552262006,33.3424555844256,32.4025261250731,31.5959395427015,30.6592122568881,29.317229921814,28.1328537796072,26.9184363778319,26.2153332168413,25.9014351294021,25.3751080330678,24.7152293100735,24.1953831245368,23.5736662898428,23.193286453221,22.8494285816859,22.7462307872146,22.5075483991757,22.6183518233816,22.3468385106423,22.2556454337035,22.1707889635001,21.9126812628039
"7",71.0006914818157,70.5858316358242,71.6078740993,71.7238167284583,72.5106758682501,73.1146601838976,73.8790670789811,75.1149377998574,75.4690939792168,75.8796162348622,75.4874640159144,76.617209507793,76.8042509250186,76.4634218096763,77.2598535600311,75.1217522211665,76.2266225067368,77.4828674718553,78.4179313830897,78.204712766407,78.026334307521,77.5247543281826,78.5891285786453,81.0261035821199,82.0679301175535,82.6931758274023,83.2860714156768,83.1177182413868,83.5613621507393,83.9259643344114,85.1274398906905,85.4985074043433,87.3867910060192,87.2488673886132,87.8352803107398,87.9435209632426,87.2653535914206
"8",90.0595570726014,90.2231199087648,92.2145373357442,93.0152840558264,94.7509418706232,96.1927321241167,97.8710320887404,100.173279445297,101.266373726727,102.457874896668,102.504092290324,104.591427274675,105.383184446976,105.413501259869,106.948556505455,104.361851587539,106.280379029884,108.352161281056,109.939784114661,109.888300665248,109.80275009132,109.205449431194,110.782979920261,114.264912510123,115.686263238146,116.532383514963,117.236806529435,116.817639465128,117.219855539862,117.466337719129,118.86824550377,119.059180180512,121.367825978094,120.784128052285,121.200929926609,120.829932984838,119.368099893547
"9",8.65605754586199,9.11644245128411,9.75337495160135,10.3199747389028,10.979535333934,11.6271394116341,12.3561378012851,13.214790465717,13.9368499633378,14.717636199757,15.3236773326294,16.3099126514283,17.1279621589654,17.8364707751427,18.8283247758911,19.0930620259873,20.2703324745768,21.5240348837986,22.7583202440625,23.6673940195142,24.5858603898963,25.416442961558,26.861078407663,28.9167075565858,30.3896398782327,31.6896107611686,32.9964556163799,33.9674421173539,35.1876393981114,36.3968759586005,37.9861978507708,39.2079202898784,41.1737657105161,42.1769191931385,43.5408414511238,44.7773755382548,45.6051977980048
"10",188.201688479335,183.858181678369,183.311887687692,180.190749193336,178.718223407386,176.760236680729,174.878092476642,173.848648035078,170.710826794085,167.43009362371,162.529808210924,160.558026329172,156.449411462048,151.254849560568,148.270163349441,139.766914730613,136.838828274249,134.044070423874,130.361138346883,124.752583300697,119.276633979243,113.282854740837,109.081174535097,106.074083437157,101.760591320041,97.0174127383903,92.2184511801607,86.799066238935,82.0565761948183,77.1589226724952,72.9551991742803,68.0684906983875,64.1343322943955,58.8216601873828,53.944104713741,48.3129928172996,42.3018389041436
