"","seuil_t","échelle_t","forme_t","Theta_t","p_u_t","p_val_ADarling"
"1",4.67853870342902,1.02411830293615,-0.174229050745515,10.5565383742877,0.05,0.213258430652852
"2",4.66577650203087,1.01629289473218,-0.171229566845008,10.6010417337189,0.05,0.317036173445574
"3",4.66627826408009,1.01518806887109,-0.171025339452155,10.6021709927427,0.05,0.296506918701907
"4",4.67318096715383,1.0164797848393,-0.17229140437878,10.5729516986326,0.05,0.199528993110102
"5",4.67468595743426,1.01243293491735,-0.170993154419961,10.5955834246557,0.05,0.173603077825455
"6",4.67113835144153,1.00854851749355,-0.170239796393018,10.5954200932101,0.05,0.178364853596614
"7",4.6654174191831,0.999465949922424,-0.167374377568343,10.6368568022172,0.05,0.239885422657317
"8",4.6598398289313,0.9902585312215,-0.164059977214406,10.6957941673094,0.05,0.321303493073964
"9",4.66094899751009,0.98796698385459,-0.164497106218425,10.6669329723451,0.05,0.321968051178529
"10",4.65731680838192,0.981051579111955,-0.162572234930227,10.6918747975306,0.05,0.328681507659356
"11",4.66012452419753,0.981120422726922,-0.163225705463637,10.6709450621764,0.05,0.272491013821879
"12",4.67234640329081,0.985405196070379,-0.166952066621575,10.5746704416267,0.05,0.226572807959482
"13",4.67313416496175,0.984376284819407,-0.167661600884733,10.544343074008,0.05,0.215182387125759
"14",4.68069534988389,0.988895236341369,-0.171127960331931,10.4593842001644,0.05,0.156988707318659
"15",4.67779765271585,0.99184117409568,-0.17345274036969,10.396019065544,0.05,0.134109422134588
"16",4.68372917717637,1.00374873407551,-0.180493145765511,10.244875168723,0.05,0.0780877443493557
"17",4.71086282314728,1.02803151582211,-0.192725261204198,10.0450442864319,0.05,0.00985625953248381
"18",4.70326360627978,1.04281561617075,-0.199900361587252,9.91994059420803,0.05,0.0120738355677413
"19",4.69970318137979,1.05598416343692,-0.206587166992316,9.81127026858515,0.05,0.00944315196119083
"20",4.70023857120981,1.07081695320917,-0.213931188857027,9.70566559160005,0.05,0.00728386026808459
"21",4.70140825727188,1.08360565248195,-0.220477875169717,9.61621275476545,0.05,0.00457037981280306
"22",4.70488642448118,1.09571681341424,-0.226798463541365,9.53612203474531,0.05,0.00267214862499554
"23",4.68669611835715,1.09721303518175,-0.228639428292744,9.48557548651628,0.05,0.00822157775013199
"24",4.68379638123003,1.10360280582088,-0.232882552141583,9.42267782886176,0.05,0.00850141308904506
"25",4.68110038845075,1.10436549363617,-0.235329563877235,9.37394677562326,0.05,0.0103568935506846
"26",4.69020239341955,1.11189613823836,-0.241264048488801,9.29882993325779,0.05,0.00656788663678576
"27",4.69789884385263,1.11675526000521,-0.245554126746636,9.24579740618258,0.05,0.00371752840042294
"28",4.69841969317732,1.11677062803536,-0.248115652100374,9.19942806802816,0.05,0.00363978771345952
"29",4.688804134731,1.11328736922754,-0.248871969446243,9.16213784002807,0.05,0.00900262293083864
"30",4.6843971264541,1.11163336535432,-0.25053374300814,9.12145758787945,0.05,0.0138763788240687
"31",4.68315520846411,1.11568646778826,-0.254163273778795,9.07279990889894,0.05,0.0165481737747227
"32",4.67955831028745,1.12471572001883,-0.259147004090174,9.0196266972153,0.05,0.0169498368105087
"33",4.68998397526699,1.14807658714608,-0.269607697308769,8.94830671087957,0.05,0.0052657052341758
"34",4.68495681603591,1.16178154463395,-0.275953180287173,8.89502442034809,0.05,0.00664675832766282
"35",4.67318586072132,1.16971824354862,-0.280074129919252,8.84964529982005,0.05,0.0124619679663973
"36",4.65767567769741,1.17056297757599,-0.281650977583287,8.81375206564405,0.05,0.0228713922072726
"37",4.63865132280576,1.16244875223017,-0.280283751803553,8.78605103738113,0.05,0.034530034658163
