"","coeff_ar1","Intercept"
"1",0.611681881629912,2.12412350908552
"2",0.61163840425706,2.12273812672616
"3",0.611786065751976,2.12140151973297
"4",0.611856084462094,2.12005503869316
"5",0.612065687122288,2.11870963196442
"6",0.612192711586288,2.11743706790475
"7",0.612375517239169,2.11626855413872
"8",0.612505090289886,2.11534089065589
"9",0.612767124743011,2.11433780913027
"10",0.61289535890693,2.11331633042783
"11",0.612861224174765,2.1124936342658
"12",0.612995922716088,2.11177159336324
"13",0.613070243395572,2.11097519009599
"14",0.613042271296835,2.11041650947802
"15",0.613027517017919,2.11002532036167
"16",0.613076966242721,2.10953384986447
"17",0.613007785772366,2.10924907076341
"18",0.613022208733354,2.10896563451344
"19",0.61313820730931,2.1089218817498
"20",0.613164021529363,2.10882284534375
"21",0.613232336162339,2.10875811052939
"22",0.613332261460718,2.10904367722787
"23",0.613324897801964,2.1093864691734
"24",0.613492566270523,2.10975771253819
"25",0.613494068949537,2.11029989402864
"26",0.613610880536073,2.11080996780915
"27",0.613862821831141,2.11138949169319
"28",0.613935751330921,2.11217838797032
"29",0.614099245031512,2.11302222854416
"30",0.614197484052942,2.11405606058509
"31",0.614360911377289,2.1151864507591
"32",0.614553494692337,2.11647633511008
"33",0.614749475270084,2.11753688417469
"34",0.614988977661876,2.11887398313973
"35",0.615190933516453,2.1203848479905
"36",0.615448384978987,2.12182362746566
"37",0.615565251321247,2.12311158369063
