"","x"
"873","22/03/1985 (morning)"
"874","24/03/1985 (evening)"
"875","25/03/1985 (morning)"
"876","27/03/1985 (evening)"
"877","28/03/1985 (morning)"
"878","30/03/1985 (evening)"
"879","01/09/1985 (morning)"
"880","02/09/1985 (evening)"
"881","04/09/1985 (morning)"
"882","05/09/1985 (evening)"
"883","07/09/1985 (morning)"
"884","08/09/1985 (evening)"
"885","10/09/1985 (morning)"
"886","12/09/1985 (evening)"
"887","13/09/1985 (morning)"
"888","15/09/1985 (evening)"
"889","16/09/1985 (morning)"
"890","18/09/1985 (evening)"
"891","19/09/1985 (morning)"
"892","21/09/1985 (evening)"
"893","22/09/1985 (morning)"
"894","24/09/1985 (evening)"
"895","26/09/1985 (morning)"
"896","27/09/1985 (evening)"
"897","29/09/1985 (morning)"
"898","30/09/1985 (evening)"
"899","02/10/1985 (morning)"
"900","03/10/1985 (evening)"
"901","05/10/1985 (morning)"
"902","06/10/1985 (evening)"
"903","08/10/1985 (morning)"
"904","10/10/1985 (evening)"
"905","11/10/1985 (morning)"
"906","13/10/1985 (evening)"
"907","14/10/1985 (morning)"
"908","16/10/1985 (evening)"
"909","17/10/1985 (morning)"
"910","19/10/1985 (evening)"
"911","20/10/1985 (morning)"
"912","22/10/1985 (evening)"
"913","24/10/1985 (morning)"
"914","25/10/1985 (evening)"
"915","27/10/1985 (morning)"
"916","28/10/1985 (evening)"
"917","30/10/1985 (morning)"
"918","31/10/1985 (evening)"
"919","02/11/1985 (morning)"
"920","03/11/1985 (evening)"
"921","05/11/1985 (morning)"
"922","06/11/1985 (evening)"
"923","08/11/1985 (morning)"
"924","10/11/1985 (evening)"
"925","11/11/1985 (morning)"
"926","13/11/1985 (evening)"
"927","14/11/1985 (morning)"
"928","16/11/1985 (evening)"
"929","17/11/1985 (morning)"
"930","19/11/1985 (evening)"
"931","20/11/1985 (morning)"
"932","22/11/1985 (evening)"
"933","24/11/1985 (morning)"
"934","25/11/1985 (evening)"
"935","27/11/1985 (morning)"
"936","28/11/1985 (evening)"
"937","30/11/1985 (morning)"
"938","01/12/1985 (evening)"
"939","03/12/1985 (morning)"
"940","04/12/1985 (evening)"
"941","06/12/1985 (morning)"
"942","08/12/1985 (evening)"
"943","09/12/1985 (morning)"
"944","11/12/1985 (evening)"
"945","12/12/1985 (morning)"
"946","14/12/1985 (evening)"
"947","15/12/1985 (morning)"
"948","17/12/1985 (evening)"
"949","18/12/1985 (morning)"
"950","20/12/1985 (evening)"
"951","22/12/1985 (morning)"
"952","23/12/1985 (evening)"
"953","25/12/1985 (morning)"
"954","26/12/1985 (evening)"
"955","28/12/1985 (morning)"
"956","29/12/1985 (evening)"
"957","31/12/1985 (morning)"
"958","01/01/1986 (evening)"
"959","03/01/1986 (morning)"
"960","04/01/1986 (evening)"
"961","06/01/1986 (morning)"
"962","08/01/1986 (evening)"
"963","09/01/1986 (morning)"
"964","11/01/1986 (evening)"
"965","12/01/1986 (morning)"
"966","14/01/1986 (evening)"
"967","15/01/1986 (morning)"
"968","17/01/1986 (evening)"
"969","18/01/1986 (morning)"
"970","20/01/1986 (evening)"
"971","22/01/1986 (morning)"
"972","23/01/1986 (evening)"
"973","25/01/1986 (morning)"
"974","26/01/1986 (evening)"
"975","28/01/1986 (morning)"
"976","29/01/1986 (evening)"
"977","31/01/1986 (morning)"
"978","01/02/1986 (evening)"
"979","03/02/1986 (morning)"
"980","05/02/1986 (evening)"
"981","06/02/1986 (morning)"
"982","08/02/1986 (evening)"
"983","09/02/1986 (morning)"
"984","11/02/1986 (evening)"
"985","12/02/1986 (morning)"
"986","14/02/1986 (evening)"
"987","15/02/1986 (morning)"
"988","17/02/1986 (evening)"
"989","18/02/1986 (morning)"
"990","20/02/1986 (evening)"
"991","22/02/1986 (morning)"
"992","23/02/1986 (evening)"
"993","25/02/1986 (morning)"
"994","26/02/1986 (evening)"
"995","28/02/1986 (morning)"
"996","01/03/1986 (evening)"
"997","03/03/1986 (morning)"
"998","04/03/1986 (evening)"
"999","06/03/1986 (morning)"
"1000","08/03/1986 (evening)"
"1001","09/03/1986 (morning)"
"1002","11/03/1986 (evening)"
"1003","12/03/1986 (morning)"
"1004","14/03/1986 (evening)"
"1005","15/03/1986 (morning)"
"1006","17/03/1986 (evening)"
"1007","18/03/1986 (morning)"
"1008","20/03/1986 (evening)"
"1009","22/03/1986 (morning)"
"1010","23/03/1986 (evening)"
"1011","25/03/1986 (morning)"
"1012","26/03/1986 (evening)"
"1013","28/03/1986 (morning)"
"1014","29/03/1986 (evening)"
"1015","31/03/1986 (morning)"
"1016","01/09/1986 (evening)"
"1017","03/09/1986 (morning)"
"1018","04/09/1986 (evening)"
"1019","06/09/1986 (morning)"
"1020","07/09/1986 (evening)"
"1021","09/09/1986 (morning)"
"1022","10/09/1986 (evening)"
"1023","12/09/1986 (morning)"
"1024","14/09/1986 (evening)"
"1025","15/09/1986 (morning)"
"1026","17/09/1986 (evening)"
"1027","18/09/1986 (morning)"
"1028","20/09/1986 (evening)"
"1029","21/09/1986 (morning)"
"1030","23/09/1986 (evening)"
"1031","24/09/1986 (morning)"
"1032","26/09/1986 (evening)"
"1033","27/09/1986 (morning)"
"1034","29/09/1986 (evening)"
"1035","01/10/1986 (morning)"
"1036","02/10/1986 (evening)"
"1037","04/10/1986 (morning)"
"1038","05/10/1986 (evening)"
"1039","07/10/1986 (morning)"
"1040","08/10/1986 (evening)"
"1041","10/10/1986 (morning)"
"1042","11/10/1986 (evening)"
"1043","13/10/1986 (morning)"
"1044","15/10/1986 (evening)"
"1045","16/10/1986 (morning)"
"1046","18/10/1986 (evening)"
"1047","19/10/1986 (morning)"
"1048","21/10/1986 (evening)"
"1049","22/10/1986 (morning)"
"1050","24/10/1986 (evening)"
"1051","25/10/1986 (morning)"
"1052","27/10/1986 (evening)"
"1053","29/10/1986 (morning)"
"1054","30/10/1986 (evening)"
"1055","01/11/1986 (morning)"
"1056","02/11/1986 (evening)"
"1057","04/11/1986 (morning)"
"1058","05/11/1986 (evening)"
"1059","07/11/1986 (morning)"
"1060","08/11/1986 (evening)"
"1061","10/11/1986 (morning)"
"1062","12/11/1986 (evening)"
"1063","13/11/1986 (morning)"
"1064","15/11/1986 (evening)"
"1065","16/11/1986 (morning)"
"1066","18/11/1986 (evening)"
"1067","19/11/1986 (morning)"
"1068","21/11/1986 (evening)"
"1069","22/11/1986 (morning)"
"1070","24/11/1986 (evening)"
"1071","25/11/1986 (morning)"
"1072","27/11/1986 (evening)"
"1073","29/11/1986 (morning)"
"1074","30/11/1986 (evening)"
"1075","02/12/1986 (morning)"
"1076","03/12/1986 (evening)"
"1077","05/12/1986 (morning)"
"1078","06/12/1986 (evening)"
"1079","08/12/1986 (morning)"
"1080","09/12/1986 (evening)"
"1081","11/12/1986 (morning)"
"1082","13/12/1986 (evening)"
"1083","14/12/1986 (morning)"
"1084","16/12/1986 (evening)"
"1085","17/12/1986 (morning)"
"1086","19/12/1986 (evening)"
"1087","20/12/1986 (morning)"
"1088","22/12/1986 (evening)"
"1089","23/12/1986 (morning)"
"1090","25/12/1986 (evening)"
"1091","26/12/1986 (morning)"
"1092","28/12/1986 (evening)"
"1093","30/12/1986 (morning)"
"1094","31/12/1986 (evening)"
"1095","02/01/1987 (morning)"
"1096","03/01/1987 (evening)"
"1097","05/01/1987 (morning)"
"1098","06/01/1987 (evening)"
"1099","08/01/1987 (morning)"
"1100","10/01/1987 (evening)"
"1101","11/01/1987 (morning)"
"1102","13/01/1987 (evening)"
"1103","14/01/1987 (morning)"
"1104","16/01/1987 (evening)"
"1105","17/01/1987 (morning)"
"1106","19/01/1987 (evening)"
"1107","20/01/1987 (morning)"
"1108","22/01/1987 (evening)"
"1109","23/01/1987 (morning)"
"1110","25/01/1987 (evening)"
"1111","27/01/1987 (morning)"
"1112","28/01/1987 (evening)"
"1113","30/01/1987 (morning)"
"1114","31/01/1987 (evening)"
"1115","02/02/1987 (morning)"
"1116","03/02/1987 (evening)"
"1117","05/02/1987 (morning)"
"1118","06/02/1987 (evening)"
"1119","08/02/1987 (morning)"
"1120","10/02/1987 (evening)"
"1121","11/02/1987 (morning)"
"1122","13/02/1987 (evening)"
"1123","14/02/1987 (morning)"
"1124","16/02/1987 (evening)"
"1125","17/02/1987 (morning)"
"1126","19/02/1987 (evening)"
"1127","20/02/1987 (morning)"
"1128","22/02/1987 (evening)"
"1129","24/02/1987 (morning)"
"1130","25/02/1987 (evening)"
"1131","27/02/1987 (morning)"
"1132","28/02/1987 (evening)"
"1133","02/03/1987 (morning)"
"1134","03/03/1987 (evening)"
"1135","05/03/1987 (morning)"
"1136","06/03/1987 (evening)"
"1137","08/03/1987 (morning)"
"1138","10/03/1987 (evening)"
"1139","11/03/1987 (morning)"
"1140","13/03/1987 (evening)"
"1141","14/03/1987 (morning)"
"1142","16/03/1987 (evening)"
"1143","17/03/1987 (morning)"
"1144","19/03/1987 (evening)"
"1145","20/03/1987 (morning)"
"1146","22/03/1987 (evening)"
"1147","23/03/1987 (morning)"
"1148","25/03/1987 (evening)"
"1149","27/03/1987 (morning)"
"1150","28/03/1987 (evening)"
"1151","30/03/1987 (morning)"
"1152","31/03/1987 (evening)"
"1153","02/09/1987 (morning)"
"1154","04/09/1987 (evening)"
"1155","05/09/1987 (morning)"
"1156","07/09/1987 (evening)"
"1157","08/09/1987 (morning)"
"1158","10/09/1987 (evening)"
"1159","11/09/1987 (morning)"
"1160","13/09/1987 (evening)"
"1161","14/09/1987 (morning)"
"1162","16/09/1987 (evening)"
"1163","18/09/1987 (morning)"
"1164","19/09/1987 (evening)"
"1165","21/09/1987 (morning)"
"1166","22/09/1987 (evening)"
"1167","24/09/1987 (morning)"
"1168","25/09/1987 (evening)"
"1169","27/09/1987 (morning)"
"1170","28/09/1987 (evening)"
"1171","30/09/1987 (morning)"
"1172","01/10/1987 (evening)"
"1173","03/10/1987 (morning)"
"1174","05/10/1987 (evening)"
"1175","06/10/1987 (morning)"
"1176","08/10/1987 (evening)"
"1177","09/10/1987 (morning)"
"1178","11/10/1987 (evening)"
"1179","12/10/1987 (morning)"
"1180","14/10/1987 (evening)"
"1181","15/10/1987 (morning)"
"1182","17/10/1987 (evening)"
"1183","19/10/1987 (morning)"
"1184","20/10/1987 (evening)"
"1185","22/10/1987 (morning)"
"1186","23/10/1987 (evening)"
"1187","25/10/1987 (morning)"
"1188","26/10/1987 (evening)"
"1189","28/10/1987 (morning)"
"1190","29/10/1987 (evening)"
"1191","31/10/1987 (morning)"
"1192","02/11/1987 (evening)"
"1193","03/11/1987 (morning)"
"1194","05/11/1987 (evening)"
"1195","06/11/1987 (morning)"
"1196","08/11/1987 (evening)"
"1197","09/11/1987 (morning)"
"1198","11/11/1987 (evening)"
"1199","12/11/1987 (morning)"
"1200","14/11/1987 (evening)"
"1201","15/11/1987 (morning)"
"1202","17/11/1987 (evening)"
"1203","19/11/1987 (morning)"
"1204","20/11/1987 (evening)"
"1205","22/11/1987 (morning)"
"1206","23/11/1987 (evening)"
"1207","25/11/1987 (morning)"
"1208","26/11/1987 (evening)"
"1209","28/11/1987 (morning)"
"1210","29/11/1987 (evening)"
"1211","01/12/1987 (morning)"
"1212","03/12/1987 (evening)"
"1213","04/12/1987 (morning)"
"1214","06/12/1987 (evening)"
"1215","07/12/1987 (morning)"
"1216","09/12/1987 (evening)"
"1217","10/12/1987 (morning)"
"1218","12/12/1987 (evening)"
"1219","13/12/1987 (morning)"
"1220","15/12/1987 (evening)"
"1221","17/12/1987 (morning)"
"1222","18/12/1987 (evening)"
"1223","20/12/1987 (morning)"
"1224","21/12/1987 (evening)"
"1225","23/12/1987 (morning)"
"1226","24/12/1987 (evening)"
"1227","26/12/1987 (morning)"
"1228","27/12/1987 (evening)"
"1229","29/12/1987 (morning)"
"1230","31/12/1987 (evening)"
"1231","01/01/1988 (morning)"
"1232","03/01/1988 (evening)"
"1233","04/01/1988 (morning)"
"1234","06/01/1988 (evening)"
"1235","07/01/1988 (morning)"
"1236","09/01/1988 (evening)"
"1237","10/01/1988 (morning)"
"1238","12/01/1988 (evening)"
"1239","13/01/1988 (morning)"
"1240","15/01/1988 (evening)"
"1241","17/01/1988 (morning)"
"1242","18/01/1988 (evening)"
"1243","20/01/1988 (morning)"
"1244","21/01/1988 (evening)"
"1245","23/01/1988 (morning)"
"1246","24/01/1988 (evening)"
"1247","26/01/1988 (morning)"
"1248","27/01/1988 (evening)"
"1249","29/01/1988 (morning)"
"1250","31/01/1988 (evening)"
"1251","01/02/1988 (morning)"
"1252","03/02/1988 (evening)"
"1253","04/02/1988 (morning)"
"1254","06/02/1988 (evening)"
"1255","07/02/1988 (morning)"
"1256","09/02/1988 (evening)"
"1257","10/02/1988 (morning)"
"1258","12/02/1988 (evening)"
"1259","14/02/1988 (morning)"
"1260","15/02/1988 (evening)"
"1261","17/02/1988 (morning)"
"1262","18/02/1988 (evening)"
"1263","20/02/1988 (morning)"
"1264","21/02/1988 (evening)"
"1265","23/02/1988 (morning)"
"1266","24/02/1988 (evening)"
"1267","26/02/1988 (morning)"
"1268","28/02/1988 (evening)"
"1269","29/02/1988 (morning)"
"1270","02/03/1988 (evening)"
"1271","03/03/1988 (morning)"
"1272","05/03/1988 (evening)"
"1273","06/03/1988 (morning)"
"1274","08/03/1988 (evening)"
"1275","09/03/1988 (morning)"
"1276","11/03/1988 (evening)"
"1277","12/03/1988 (morning)"
"1278","14/03/1988 (evening)"
"1279","16/03/1988 (morning)"
"1280","17/03/1988 (evening)"
"1281","19/03/1988 (morning)"
"1282","20/03/1988 (evening)"
"1283","22/03/1988 (morning)"
"1284","23/03/1988 (evening)"
"1285","25/03/1988 (morning)"
"1286","26/03/1988 (evening)"
"1287","28/03/1988 (morning)"
"1288","30/03/1988 (evening)"
"1289","31/03/1988 (morning)"
"1290","02/09/1988 (evening)"
"1291","03/09/1988 (morning)"
"1292","05/09/1988 (evening)"
"1293","07/09/1988 (morning)"
"1294","08/09/1988 (evening)"
"1295","10/09/1988 (morning)"
"1296","11/09/1988 (evening)"
"1297","13/09/1988 (morning)"
"1298","14/09/1988 (evening)"
"1299","16/09/1988 (morning)"
"1300","17/09/1988 (evening)"
"1301","19/09/1988 (morning)"
"1302","20/09/1988 (evening)"
"1303","22/09/1988 (morning)"
"1304","24/09/1988 (evening)"
"1305","25/09/1988 (morning)"
"1306","27/09/1988 (evening)"
"1307","28/09/1988 (morning)"
"1308","30/09/1988 (evening)"
"1309","01/10/1988 (morning)"
"1310","03/10/1988 (evening)"
"1311","05/10/1988 (morning)"
"1312","06/10/1988 (evening)"
"1313","08/10/1988 (morning)"
"1314","09/10/1988 (evening)"
"1315","11/10/1988 (morning)"
"1316","12/10/1988 (evening)"
"1317","14/10/1988 (morning)"
"1318","15/10/1988 (evening)"
"1319","17/10/1988 (morning)"
"1320","18/10/1988 (evening)"
"1321","20/10/1988 (morning)"
"1322","22/10/1988 (evening)"
"1323","23/10/1988 (morning)"
"1324","25/10/1988 (evening)"
"1325","26/10/1988 (morning)"
"1326","28/10/1988 (evening)"
"1327","29/10/1988 (morning)"
"1328","31/10/1988 (evening)"
"1329","01/11/1988 (morning)"
"1330","03/11/1988 (evening)"
"1331","05/11/1988 (morning)"
"1332","06/11/1988 (evening)"
"1333","08/11/1988 (morning)"
"1334","09/11/1988 (evening)"
"1335","11/11/1988 (morning)"
"1336","12/11/1988 (evening)"
"1337","14/11/1988 (morning)"
"1338","15/11/1988 (evening)"
"1339","17/11/1988 (morning)"
"1340","18/11/1988 (evening)"
"1341","20/11/1988 (morning)"
"1342","22/11/1988 (evening)"
"1343","23/11/1988 (morning)"
"1344","25/11/1988 (evening)"
"1345","26/11/1988 (morning)"
"1346","28/11/1988 (evening)"
"1347","29/11/1988 (morning)"
"1348","01/12/1988 (evening)"
"1349","02/12/1988 (morning)"
"1350","04/12/1988 (evening)"
"1351","06/12/1988 (morning)"
"1352","07/12/1988 (evening)"
"1353","09/12/1988 (morning)"
"1354","10/12/1988 (evening)"
"1355","12/12/1988 (morning)"
"1356","13/12/1988 (evening)"
"1357","15/12/1988 (morning)"
"1358","16/12/1988 (evening)"
"1359","18/12/1988 (morning)"
"1360","20/12/1988 (evening)"
"1361","21/12/1988 (morning)"
"1362","23/12/1988 (evening)"
"1363","24/12/1988 (morning)"
"1364","26/12/1988 (evening)"
"1365","27/12/1988 (morning)"
"1366","29/12/1988 (evening)"
"1367","30/12/1988 (morning)"
"1368","01/01/1989 (evening)"
"1369","02/01/1989 (morning)"
"1370","04/01/1989 (evening)"
"1371","06/01/1989 (morning)"
"1372","07/01/1989 (evening)"
"1373","09/01/1989 (morning)"
"1374","10/01/1989 (evening)"
"1375","12/01/1989 (morning)"
"1376","13/01/1989 (evening)"
"1377","15/01/1989 (morning)"
"1378","16/01/1989 (evening)"
"1379","18/01/1989 (morning)"
"1380","20/01/1989 (evening)"
"1381","21/01/1989 (morning)"
"1382","23/01/1989 (evening)"
"1383","24/01/1989 (morning)"
"1384","26/01/1989 (evening)"
"1385","27/01/1989 (morning)"
"1386","29/01/1989 (evening)"
"1387","30/01/1989 (morning)"
"1388","01/02/1989 (evening)"
"1389","03/02/1989 (morning)"
"1390","04/02/1989 (evening)"
"1391","06/02/1989 (morning)"
"1392","07/02/1989 (evening)"
"1393","09/02/1989 (morning)"
"1394","10/02/1989 (evening)"
"1395","12/02/1989 (morning)"
"1396","13/02/1989 (evening)"
"1397","15/02/1989 (morning)"
"1398","17/02/1989 (evening)"
"1399","18/02/1989 (morning)"
"1400","20/02/1989 (evening)"
"1401","21/02/1989 (morning)"
"1402","23/02/1989 (evening)"
"1403","24/02/1989 (morning)"
"1404","26/02/1989 (evening)"
"1405","27/02/1989 (morning)"
"1406","01/03/1989 (evening)"
"1407","02/03/1989 (morning)"
"1408","04/03/1989 (evening)"
"1409","06/03/1989 (morning)"
"1410","07/03/1989 (evening)"
"1411","09/03/1989 (morning)"
"1412","10/03/1989 (evening)"
"1413","12/03/1989 (morning)"
"1414","13/03/1989 (evening)"
"1415","15/03/1989 (morning)"
"1416","17/03/1989 (evening)"
"1417","18/03/1989 (morning)"
"1418","20/03/1989 (evening)"
"1419","21/03/1989 (morning)"
"1420","23/03/1989 (evening)"
"1421","24/03/1989 (morning)"
"1422","26/03/1989 (evening)"
"1423","27/03/1989 (morning)"
"1424","29/03/1989 (evening)"
"1425","30/03/1989 (morning)"
"1426","01/09/1989 (evening)"
"1427","02/09/1989 (morning)"
"1428","04/09/1989 (evening)"
"1429","05/09/1989 (morning)"
"1430","07/09/1989 (evening)"
"1431","08/09/1989 (morning)"
"1432","10/09/1989 (evening)"
"1433","12/09/1989 (morning)"
"1434","13/09/1989 (evening)"
"1435","15/09/1989 (morning)"
"1436","16/09/1989 (evening)"
"1437","18/09/1989 (morning)"
"1438","19/09/1989 (evening)"
"1439","21/09/1989 (morning)"
"1440","22/09/1989 (evening)"
"1441","24/09/1989 (morning)"
"1442","26/09/1989 (evening)"
"1443","27/09/1989 (morning)"
"1444","29/09/1989 (evening)"
"1445","30/09/1989 (morning)"
"1446","02/10/1989 (evening)"
"1447","03/10/1989 (morning)"
"1448","05/10/1989 (evening)"
"1449","06/10/1989 (morning)"
"1450","08/10/1989 (evening)"
"1451","09/10/1989 (morning)"
"1452","11/10/1989 (evening)"
"1453","13/10/1989 (morning)"
"1454","14/10/1989 (evening)"
"1455","16/10/1989 (morning)"
"1456","17/10/1989 (evening)"
"1457","19/10/1989 (morning)"
"1458","20/10/1989 (evening)"
"1459","22/10/1989 (morning)"
"1460","24/10/1989 (evening)"
"1461","25/10/1989 (morning)"
"1462","27/10/1989 (evening)"
"1463","28/10/1989 (morning)"
"1464","30/10/1989 (evening)"
"1465","31/10/1989 (morning)"
"1466","02/11/1989 (evening)"
"1467","03/11/1989 (morning)"
"1468","05/11/1989 (evening)"
"1469","06/11/1989 (morning)"
"1470","08/11/1989 (evening)"
"1471","10/11/1989 (morning)"
"1472","11/11/1989 (evening)"
"1473","13/11/1989 (morning)"
"1474","14/11/1989 (evening)"
"1475","16/11/1989 (morning)"
"1476","17/11/1989 (evening)"
"1477","19/11/1989 (morning)"
"1478","20/11/1989 (evening)"
"1479","22/11/1989 (morning)"
"1480","24/11/1989 (evening)"
"1481","25/11/1989 (morning)"
"1482","27/11/1989 (evening)"
"1483","28/11/1989 (morning)"
"1484","30/11/1989 (evening)"
"1485","01/12/1989 (morning)"
"1486","03/12/1989 (evening)"
"1487","04/12/1989 (morning)"
"1488","06/12/1989 (evening)"
"1489","07/12/1989 (morning)"
"1490","09/12/1989 (evening)"
"1491","11/12/1989 (morning)"
"1492","12/12/1989 (evening)"
"1493","14/12/1989 (morning)"
"1494","15/12/1989 (evening)"
"1495","17/12/1989 (morning)"
"1496","18/12/1989 (evening)"
"1497","20/12/1989 (morning)"
"1498","21/12/1989 (evening)"
"1499","23/12/1989 (morning)"
"1500","25/12/1989 (evening)"
"1501","26/12/1989 (morning)"
"1502","28/12/1989 (evening)"
"1503","29/12/1989 (morning)"
"1504","31/12/1989 (evening)"
"1505","01/01/1990 (morning)"
"1506","03/01/1990 (evening)"
"1507","04/01/1990 (morning)"
"1508","06/01/1990 (evening)"
"1509","08/01/1990 (morning)"
"1510","09/01/1990 (evening)"
"1511","11/01/1990 (morning)"
"1512","12/01/1990 (evening)"
"1513","14/01/1990 (morning)"
"1514","15/01/1990 (evening)"
"1515","17/01/1990 (morning)"
"1516","18/01/1990 (evening)"
"1517","20/01/1990 (morning)"
"1518","22/01/1990 (evening)"
"1519","23/01/1990 (morning)"
"1520","25/01/1990 (evening)"
"1521","26/01/1990 (morning)"
"1522","28/01/1990 (evening)"
"1523","29/01/1990 (morning)"
"1524","31/01/1990 (evening)"
"1525","01/02/1990 (morning)"
"1526","03/02/1990 (evening)"
"1527","04/02/1990 (morning)"
"1528","06/02/1990 (evening)"
"1529","08/02/1990 (morning)"
"1530","09/02/1990 (evening)"
"1531","11/02/1990 (morning)"
"1532","12/02/1990 (evening)"
"1533","14/02/1990 (morning)"
"1534","15/02/1990 (evening)"
"1535","17/02/1990 (morning)"
"1536","18/02/1990 (evening)"
"1537","20/02/1990 (morning)"
"1538","22/02/1990 (evening)"
"1539","23/02/1990 (morning)"
"1540","25/02/1990 (evening)"
"1541","26/02/1990 (morning)"
"1542","28/02/1990 (evening)"
"1543","01/03/1990 (morning)"
"1544","03/03/1990 (evening)"
"1545","04/03/1990 (morning)"
"1546","06/03/1990 (evening)"
"1547","08/03/1990 (morning)"
"1548","09/03/1990 (evening)"
"1549","11/03/1990 (morning)"
"1550","12/03/1990 (evening)"
"1551","14/03/1990 (morning)"
"1552","15/03/1990 (evening)"
"1553","17/03/1990 (morning)"
"1554","18/03/1990 (evening)"
"1555","20/03/1990 (morning)"
"1556","21/03/1990 (evening)"
"1557","23/03/1990 (morning)"
"1558","25/03/1990 (evening)"
"1559","26/03/1990 (morning)"
"1560","28/03/1990 (evening)"
"1561","29/03/1990 (morning)"
"1562","31/03/1990 (evening)"
"1563","01/09/1990 (morning)"
"1564","03/09/1990 (evening)"
"1565","04/09/1990 (morning)"
"1566","06/09/1990 (evening)"
"1567","07/09/1990 (morning)"
"1568","09/09/1990 (evening)"
"1569","10/09/1990 (morning)"
"1570","12/09/1990 (evening)"
"1571","13/09/1990 (morning)"
"1572","15/09/1990 (evening)"
"1573","17/09/1990 (morning)"
"1574","18/09/1990 (evening)"
"1575","20/09/1990 (morning)"
"1576","21/09/1990 (evening)"
"1577","23/09/1990 (morning)"
"1578","24/09/1990 (evening)"
"1579","26/09/1990 (morning)"
"1580","27/09/1990 (evening)"
"1581","29/09/1990 (morning)"
"1582","01/10/1990 (evening)"
"1583","02/10/1990 (morning)"
"1584","04/10/1990 (evening)"
"1585","05/10/1990 (morning)"
"1586","07/10/1990 (evening)"
"1587","08/10/1990 (morning)"
"1588","10/10/1990 (evening)"
"1589","11/10/1990 (morning)"
"1590","13/10/1990 (evening)"
"1591","15/10/1990 (morning)"
"1592","16/10/1990 (evening)"
"1593","18/10/1990 (morning)"
"1594","19/10/1990 (evening)"
"1595","21/10/1990 (morning)"
"1596","22/10/1990 (evening)"
"1597","24/10/1990 (morning)"
"1598","25/10/1990 (evening)"
"1599","27/10/1990 (morning)"
"1600","28/10/1990 (evening)"
"1601","30/10/1990 (morning)"
"1602","01/11/1990 (evening)"
"1603","02/11/1990 (morning)"
"1604","04/11/1990 (evening)"
"1605","05/11/1990 (morning)"
"1606","07/11/1990 (evening)"
"1607","08/11/1990 (morning)"
"1608","10/11/1990 (evening)"
"1609","12/11/1990 (morning)"
"1610","13/11/1990 (evening)"
"1611","15/11/1990 (morning)"
"1612","16/11/1990 (evening)"
"1613","18/11/1990 (morning)"
"1614","19/11/1990 (evening)"
"1615","21/11/1990 (morning)"
"1616","22/11/1990 (evening)"
"1617","24/11/1990 (morning)"
"1618","25/11/1990 (evening)"
"1619","27/11/1990 (morning)"
"1620","29/11/1990 (evening)"
"1621","30/11/1990 (morning)"
"1622","02/12/1990 (evening)"
"1623","03/12/1990 (morning)"
"1624","05/12/1990 (evening)"
"1625","06/12/1990 (morning)"
"1626","08/12/1990 (evening)"
"1627","09/12/1990 (morning)"
"1628","11/12/1990 (evening)"
"1629","13/12/1990 (morning)"
"1630","14/12/1990 (evening)"
"1631","16/12/1990 (morning)"
"1632","17/12/1990 (evening)"
"1633","19/12/1990 (morning)"
"1634","20/12/1990 (evening)"
"1635","22/12/1990 (morning)"
"1636","23/12/1990 (evening)"
"1637","25/12/1990 (morning)"
"1638","26/12/1990 (evening)"
"1639","28/12/1990 (morning)"
"1640","30/12/1990 (evening)"
"1641","31/12/1990 (morning)"
"1642","02/01/1991 (evening)"
"1643","03/01/1991 (morning)"
"1644","05/01/1991 (evening)"
"1645","06/01/1991 (morning)"
"1646","08/01/1991 (evening)"
"1647","09/01/1991 (morning)"
"1648","11/01/1991 (evening)"
"1649","13/01/1991 (morning)"
"1650","14/01/1991 (evening)"
"1651","16/01/1991 (morning)"
"1652","17/01/1991 (evening)"
"1653","19/01/1991 (morning)"
"1654","20/01/1991 (evening)"
"1655","22/01/1991 (morning)"
"1656","23/01/1991 (evening)"
"1657","25/01/1991 (morning)"
"1658","27/01/1991 (evening)"
"1659","28/01/1991 (morning)"
"1660","30/01/1991 (evening)"
"1661","31/01/1991 (morning)"
"1662","02/02/1991 (evening)"
"1663","03/02/1991 (morning)"
"1664","05/02/1991 (evening)"
"1665","06/02/1991 (morning)"
"1666","08/02/1991 (evening)"
"1667","10/02/1991 (morning)"
"1668","11/02/1991 (evening)"
"1669","13/02/1991 (morning)"
"1670","14/02/1991 (evening)"
"1671","16/02/1991 (morning)"
"1672","17/02/1991 (evening)"
"1673","19/02/1991 (morning)"
"1674","20/02/1991 (evening)"
"1675","22/02/1991 (morning)"
"1676","23/02/1991 (evening)"
"1677","25/02/1991 (morning)"
"1678","27/02/1991 (evening)"
"1679","28/02/1991 (morning)"
"1680","02/03/1991 (evening)"
"1681","03/03/1991 (morning)"
"1682","05/03/1991 (evening)"
"1683","06/03/1991 (morning)"
"1684","08/03/1991 (evening)"
"1685","09/03/1991 (morning)"
"1686","11/03/1991 (evening)"
"1687","13/03/1991 (morning)"
"1688","14/03/1991 (evening)"
"1689","16/03/1991 (morning)"
"1690","17/03/1991 (evening)"
"1691","19/03/1991 (morning)"
"1692","20/03/1991 (evening)"
"1693","22/03/1991 (morning)"
"1694","23/03/1991 (evening)"
"1695","25/03/1991 (morning)"
"1696","27/03/1991 (evening)"
"1697","28/03/1991 (morning)"
"1698","30/03/1991 (evening)"
"1699","31/03/1991 (morning)"
"1700","02/09/1991 (evening)"
"1701","03/09/1991 (morning)"
"1702","05/09/1991 (evening)"
