"","Dim.1","Dim.2"
"1",-5.38351293335923,-0.873541546718575
"2",6.45103294014888,-2.52611369770601
"3",3.95855701987956,0.589353789149785
"4",0.552187630649576,1.3671578435152
"5",-5.62141369664722,0.108168208040597
"6",-4.10105716546496,-2.61148852695836
"7",6.77264759706903,-0.632648673635721
"8",0.598404286013666,2.39048428936937
"9",-7.31065691002115,-4.70488368186284
"10",1.26781897633698,1.16141654237153
"11",-2.64234635663144,0.815581051450843
"12",0.784918359627675,2.2005239034544
"13",5.28877501530594,-0.450841464145135
"14",-5.21216411652131,1.27160999663117
"15",-0.18066149908809,5.67133511960554
"16",0.471210734631509,1.79810728549822
"17",-2.06494849667019,1.91495878318516
"18",-9.8848455795841,-2.28414800844832
"19",3.26265692551293,1.54886126877663
"20",8.05027574610769,-3.9328707020112
"21",6.63000633209766,-2.30139565405793
"22",-3.53957747209817,0.355833243422484
"23",-1.44916561585257,4.03851398490585
"24",-2.78122721672338,0.838108382771226
"25",0.75223709971448,2.09928198795143
"26",-1.91538419469345,1.05295265801138
"27",8.2499079791751,-5.12759919411167
"28",-0.605546348678509,2.1283211545356
"29",-8.11415886216808,-1.32847031409811
"30",1.76817959550044,-1.46433849236377
"31",5.11282271853548,-0.252710764127091
"32",1.94149909215428,2.15794877806976
"33",6.28433670016481,-1.44074769749544
"34",5.99344967638559,-1.57116180372069
"35",-5.82326735988709,-1.18135956752613
"36",2.87874865435131,1.41840533824436
"37",5.37397262743756,-1.76606712072458
"38",9.13385660940183,-6.18974187647196
"39",2.82584843029161,2.71026286978463
"40",-0.965286795985846,1.96738045233244
"41",5.43160040621253,-1.1582033574561
"42",-2.29406894993673,1.28215763540389
"43",-8.48889728562962,1.26989073061191
"44",-5.70504057637709,-0.821988859691727
"45",0.320818339426681,1.15243866304647
"46",1.63085290413916,0.895874902112512
"47",8.65629520642774,-4.11744982474252
"48",-2.37841064306874,3.36251139528035
"49",-0.26790134114877,3.53627319863473
"50",5.12230795251369,-0.767673125564059
"51",-4.44542006351754,2.40141699863641
"52",-3.21841095881127,0.580980458829857
"53",1.5371119328507,3.53014231010007
"54",0.186435799803172,1.43343305671701
"55",7.5896990057121,-4.02867419519796
"56",-3.07677333696426,0.439240626884497
"57",3.13191765018289,0.246060728721437
"58",3.10011169709506,0.370398654063182
"59",-3.0115162457501,1.88195191174338
"60",-7.74925970649742,-3.44347622114463
"61",-4.9329144831317,-0.213587275060057
"62",0.829912409237822,1.32196513207679
"63",-9.87550585339081,-8.1393833176656
"64",1.66076080948806,1.37451673427323
"65",-11.2541339351765,-1.8516586504072
"66",6.33453463818953,-0.639928762024404
"67",3.62241923158121,1.42047626097249
"68",-0.126753835441288,1.51391386477932
"69",-0.0228189222944279,0.981560320930826
"70",-5.10982607678765,-0.533758303920344
"71",-6.52851419678529,-0.788761739426689
"72",-6.19619081600753,-1.70002822976951
"73",-2.42207562250753,2.7108476890608
"74",-1.55639657584735,1.30677885298967
"75",-2.19005827349605,1.00003021603682
"76",2.44498620560151,1.70623755303205
"77",1.35413124149823,-1.54061154571887
"78",-7.61460025837004,-1.43928480407716
"79",-5.15983008398999,-0.716966470297574
"80",5.66568876697531,-1.24225604063863
"81",-3.45255154636414,0.666116480216419
"82",8.15332387775811,4.15392396253839
"83",-1.55063746865905,0.905541112068836
"84",3.83580327963438,0.495564136726217
"85",1.01233727556038,1.26365144016417
"86",6.1115478631505,-2.31105889612628
"87",5.29705648706847,-1.64311245199296
"88",-2.32428630252787,0.420688975880821
"89",-5.51359769907649,-0.217653195632022
"90",3.06616402722164,-0.15036728672413
"91",-0.530079000916172,1.83507792879798
"92",-6.73900609233001,-2.21258773996358
"93",-1.16274825487909,1.60062356637158
"94",-3.17326092211804,1.24290559393585
"95",-1.09108405553266,3.40318942311608
"96",-0.626138734546795,2.71185429569613
"97",4.55831556538727,-2.54508143674745
"98",-1.94755133844447,1.85204813188597
"99",1.72759305344549,0.621672866707563
"100",-2.61575433308635,1.04083284961082
"101",-6.32735089340968,-0.905021607412413
"102",1.23222254044534,1.35501905809244
"103",5.41872423883827,-1.05524952539398
"104",-6.28048519945965,-2.00498507556214
"105",-7.37242679622715,0.332069859628851
"106",-3.18688834786685,4.38453313984034
"107",7.88907885448515,-1.86159182271005
"108",2.78966851534776,-1.07114442242906
"109",1.39196911736189,1.18319230261957
"110",-3.2379326670914,2.20190402218809
"111",-5.82909569557191,0.876853470047875
"112",1.08542885718637,1.28966177121396
"113",4.51461361286852,-0.58791869111695
"114",5.23191981239193,-0.79044029226841
"115",-5.75822800465018,-1.62887746958231
"116",-1.1937759093599,1.25716965562946
"117",-4.03010200754159,0.240962591254879
"118",-4.41198071505573,2.99513080242695
"119",1.87226610464174,1.97955284750831
"120",8.1637350672109,-4.42000838270121
"121",-4.87807998859223,0.535004288219008
"122",7.03120100235887,-3.15387017156359
"123",-4.39372203122203,1.83422938987288
"124",10.0418905937819,0.0425724097450422
"125",-2.1901102042273,1.00767014207385
"126",6.55566815828696,-1.50258927096381
"127",-4.13106383920158,2.71764800696974
"128",1.21236551773367,1.2845203785792
"129",0.424864392806665,3.038242311127
"130",-6.06690414872516,0.46940134440532
"131",8.82631155763832,-5.95447810246567
"132",-2.53643911027634,0.134257409345612
"133",6.64506435272769,-1.46093004578988
"134",3.34616323382553,1.15171020368362
"135",1.9978732242152,1.59716695129315
"136",-5.35907949243762,0.525704389839545
"137",-9.98699036142632,-7.16529040941226
"138",-2.9395957220937,0.938425661013587
"139",5.48148325458282,-1.86434259580807
"140",-1.63373844945688,0.353554149163921
"141",-0.502175756182368,0.636897532306497
"142",1.92584758229913,1.02159333109842
"143",4.03007755134468,1.3296514656413
"144",-1.02895385353521,3.73972548894935
"145",-3.04037269139168,2.97880110187814
"146",-4.13437526182864,-0.205561383876704
"147",-2.72758000441775,0.410808646117947
"148",-2.87001055025902,0.952064962924013
"149",-2.70060056237712,1.57279708955017
"150",4.3186369303886,-0.307806078298323
"151",-4.45895414324366,-0.234063420038168
"152",-3.39793624609213,1.49058236676912
"153",-0.776735276713025,1.35564076850141
"154",-2.08421969549903,1.44740018406118
"155",-1.3167022874433,1.16243877547013
"156",-2.21640744282634,1.32562140570441
"157",-3.46087993543402,0.0170178561071207
"158",1.81940539399908,1.06591619291628
"159",-0.474367471176338,1.27824751894969
"160",-4.07519012000631,0.681209073724428
"161",3.12264075957771,0.411161330984816
"162",-7.33284596393118,-2.14188657517032
"163",-0.0165440649218182,1.31610000242821
"164",6.9510591160036,-3.01024566910145
"165",2.85837596989358,0.846437918790454
"166",-1.39371507055475,1.03023622986676
"167",1.0902593210299,3.96109467030763
"168",6.59267026554982,-1.75250754395564
"169",5.16858841454814,-1.80171068009688
"170",0.542635215770334,1.59123390027757
"171",-6.28554583410316,-1.74988258378806
"172",-6.98792729885721,-1.32185604881885
"173",4.36160906559864,-0.811177385960055
"174",-2.55905500657087,1.26838036253348
"175",4.61280440837172,-2.21105382119057
"176",-0.827230548186303,4.15192170275029
"177",0.28022605733093,5.39223389900483
"178",-2.63748398708688,1.37405220226875
"179",-9.33484125949201,-1.62384833717887
"180",1.88833795153721,-1.25704418002542
"181",3.75771008912071,2.72015279526523
"182",-4.93664369535135,6.32197342472423
"183",5.09944189429842,1.39892195846271
"184",3.77776683101486,1.35209875207741
"185",-12.9462505900338,-7.63351271099423
"186",8.70227682330733,-4.93826646094028
"187",-10.5585310810722,-5.68190969071446
"188",2.19843718278681,3.54408261897673
"189",3.18178446766324,-0.876404485337798
"190",-0.843559084334237,4.11685995394054
"191",7.4017924884134,-4.91627845911553
"192",7.95976725692717,-3.80101321962212
"193",-6.71652685993342,0.152090571926746
"194",1.69505007598001,3.51470846772271
"195",0.748752869988835,1.78524586635734
"196",0.644443240511534,3.0883426982331
"197",-5.44499329138655,5.01116698299058
"198",1.34611195574936,2.52211124063638
"199",-2.86829888792259,3.59620990150279
"200",5.30652213831491,-0.80744290635181
"201",-2.54067793060385,0.066129200080489
"202",4.75953424505956,-1.09290113439811
"203",-8.77757547212214,1.9261170937984
"204",-8.07756375881238,-4.98111109168594
"205",3.85849368087828,4.30821443141117
"206",-9.23738826584207,-3.98499801065197
"207",6.4792317985425,4.54355934211809
"208",-3.29981148992374,1.65729133658121
"209",3.0355911911397,1.24469410079121
"210",7.60264353567458,-0.995064854854755
"211",6.00991801702708,4.29934547747555
"212",4.23604890758816,-0.960235833101097
"213",-0.610487399389311,3.06750739816582
"214",-8.46404076236061,-4.21954522326328
"215",3.49728765422765,0.137087676470595
"216",-6.82930730529843,0.68014715873763
"217",1.32717283551303,2.95575961782189
"218",-10.4656723889908,-7.56306006283234
"219",5.98125885970103,0.549240422068713
"220",0.322255862488069,1.05499356229308
"221",6.36620689866622,0.509112077228479
"222",-7.78212282977846,-2.89941494486399
"223",4.4908827873569,2.74592420094692
"224",-2.01024173363934,5.12496522084161
"225",-6.44489661312631,-0.640277977136958
"226",9.66910890012441,-8.31890184824633
"227",9.48204018134076,-9.70672922394662
"228",-0.288645435386843,0.680624743230276
"229",5.62431521553268,-0.0838641065158081
"230",3.544619591117,3.29257961318867
"231",-0.424765445177894,-0.66026848217133
"232",7.85834163763789,1.28592161634451
"233",1.00472946851257,3.05647256080822
"234",8.73377788167308,-2.65397288465691
"235",7.89929497190826,-5.63014303092523
"236",1.11521829194018,1.36495950027109
"237",6.77919849955689,-2.25644358106745
"238",0.974738068611966,0.36889618189045
"239",-3.20835174957896,0.731634037548692
"240",7.91291899594094,-2.03698620735454
"241",9.8632489590987,-5.79553136518333
"242",0.541606944254548,2.65766866312878
"243",1.69900061932731,1.2306121567087
"244",-0.00484562533364765,1.00989797347489
"245",-3.00390424910408,6.82932063203804
"246",10.4471703192425,-12.5727930702339
"247",-1.6934324652568,4.05589522972046
"248",-6.0496611068049,-2.9366782976545
"249",-3.87169060182916,-1.23463904444631
"250",2.36007128709669,4.01254306963367
"251",-10.6419465949226,-10.4582278951558
"252",4.8848460553796,2.12449142572825
"253",5.61786101908983,-0.998960176277376
"254",-5.55532657140595,-1.30349768373845
"255",-7.3105797599001,-4.47236271226749
"256",0.394293511624319,6.67836041175879
"257",-10.3924052954705,-16.838601383858
"258",5.65586478347633,-0.422283316902405
"259",-7.71739250945987,-7.35532600519972
