"","V1","V2"
"1",1.77005154496093,0.429811538764965
"2",-4.36796421403996,1.37556278088635
"3",1.62058173107197,0.0265511259394887
"4",6.59883211003375,1.3701122548157
"5",-0.173324640724391,1.87263726202865
"6",5.65910143151304,-2.59785313156182
"7",-0.515207279868536,0.556201293851634
"8",-0.872394103127897,1.28793516048001
"9",-7.31062560226992,-0.639475098461555
"10",7.20017069298186,1.31068230039191
"11",6.56949425892846,0.900478278777625
"12",-6.2758143419627,3.37573912193748
"13",5.11979410434539,-0.110616503171984
"14",-3.21428341630248,5.59131155322385
"15",6.46812127373506,-0.462916521988418
"16",-0.717207968544974,-1.86071722398531
"17",3.15628521118072,1.87027236535115
"18",-5.69830723513533,1.31107688793903
"19",-1.66735643638138,1.42025196858837
"20",-1.96080439091367,1.72837105847423
"21",5.34058044207628,1.01601955836671
"22",-0.140054521704171,-16.1649087591533
"23",-6.30961988723648,1.61831325358852
"24",-3.09259055558619,2.20114870200739
"25",2.85922605237712,1.34488174635894
"26",5.46866011078157,0.851018366220221
"27",-4.04377279038388,4.30192799995634
"28",3.95102435534921,-0.874497170397541
"29",-5.67028340224489,1.28794743276624
"30",8.76922759638233,-1.32807801970365
"31",6.39434816026589,1.0549328091917
"32",7.7890734331083,-1.44042370892263
"33",5.99488275972368,0.680772628646042
"34",-3.46098484985209,0.35447219347039
"35",-7.74416623197724,-0.817491031694342
"36",-6.05373751990658,4.01695601534952
"37",8.71259265274676,-1.63531945645086
"38",3.52753581891456,1.01569866110338
"39",-4.88339535945764,4.30417422545474
"40",-4.91076884683334,1.90010003067423
"41",4.51936028565832,1.01373583007742
"42",5.30600246780804,-2.23326555553179
"43",-0.428228997677872,1.65829997288119
"44",0.0707107310641134,1.37178196701287
"45",4.35067386530751,0.0422700663746971
"46",-5.20985806441055,1.83472694897671
"47",-3.6899566367681,2.71300310854518
"48",5.99407086161788,1.15948558840946
"49",-4.05779305427739,4.47842528893576
"50",-2.86924945286608,3.53405967725776
"51",-1.64015729011198,2.12778105633209
"52",-0.46963717653296,-6.01296411005439
"53",-2.45148119296267,1.43460823014663
"54",-1.52618519617792,1.36898272021215
"55",3.49978869233199,-4.90103207431349
"56",5.11669008040303,1.26012654973852
"57",5.01897343536382,-2.16692487018004
"58",-8.11172881386167,0.640554193130575
"59",1.69718358737657,-1.35509541885773
"60",7.87843811167725,-1.09612710877036
"61",9.75309073788784,-4.45101411414312
"62",-5.53191074660954,2.98607016576946
"63",-6.72372009068339,-1.25574876125057
"64",1.88442217269973,-0.639709732252761
"65",-4.11453248311729,0.635818153030649
"66",2.82902380853281,4.69636970093393
"67",2.95772251713503,-0.77094803694273
"68",-0.924914312513366,-1.44246086698648
"69",-7.74750815129418,2.71064669643087
"70",-7.56229648952903,0.381677398896958
"71",-8.10576006634526,2.46565628057945
"72",-5.56021340092002,1.28153391061911
"73",7.95502429213682,-1.43943324648381
"74",-3.62713147968678,1.244290084
"75",-10.6057724355647,-2.21207265707107
"76",3.34227252300122,1.03213123699696
"77",-7.48950614870186,2.9948632098211
"78",7.88879535924697,-0.875858155768436
"79",5.39716176326458,0.680761993952827
"80",-8.46456139275024,1.15189232929635
"81",7.89147341344361,0.954783206312404
"82",1.35330617120877,3.04734302868533
"83",0.544617824891334,-3.98577290894807
"84",-5.57389573784445,1.04705115763882
"85",-6.83522897141398,1.79431319825044
"86",4.1773286297614,-1.40709272630484
"87",-6.28520971747924,1.88274657909334
"88",-2.31948348971193,-2.28180734375831
"89",6.39123849306458,-1.44018064833913
"90",-5.94798477099976,3.53072495682629
"91",5.48917350915448,-0.225733944374832
"92",-2.64100514536068,1.31767754107995
"93",-3.00719626203298,0.822429237590551
"94",-3.72571809587442,0.368065799918314
"95",-9.88116622987464,-7.89438491300957
"96",-4.97813506768046,3.53355450085717
"97",-0.636411190144513,4.15299637472416
"98",-6.77371771740602,5.92397940158017
"99",-1.55371140862424,4.75615759006553
"100",-3.95407734633587,0.688785609074788
"101",1.63249852762623,-1.80452175561829
"102",-0.497825650413122,1.28205925166493
"103",2.86354189438668,1.23169766874418
"104",-2.64263940632611,-1.05853552456473
"105",-2.94279720563851,0.816623409309585
"106",3.78678360875076,1.49977349449765
"107",-8.23463214669503,3.04749384995131
"108",-5.49566116983435,-8.26141936492143
"109",-3.27848962157463,-5.08748311232021
"110",-4.44717017245546,-1.25455057110899
"111",3.29028002495539,1.36546869617426
"112",-6.86152824125524,4.16233891584164
"113",-11.1440847689652,-0.908669801295263
"114",5.30006404699621,-0.808762343120365
"115",-1.99182854751644,1.44436498534784
"116",-2.76818636092666,-0.996561996028456
"117",-7.73210682581341,1.40415074383496
"118",1.33184561484952,0.541265078895434
"119",3.26957421613669,0.241743685331415
"120",1.88264591520273,0.442651389167047
"121",-2.15601282720563,1.28664149369667
"122",2.44217026928193,0.445126409760307
