"","Dim.1","Dim.2","Dim.3","Dim.4"
"1",2.26973858384145,-0.0236295704142292,-0.384631805629266,0.65278175469411
"2",3.47128128059787,1.19612364690074,0.370947062985262,0.119017619385836
"3",0.411390292567369,-0.189062826766775,1.34366053677223,0.89710371346238
"4",1.79473983629253,0.287090315891487,-0.0361488556519324,0.677738812406304
"5",-7.5535282566859,-0.906739586015393,0.716760519359317,-0.24363068895408
"6",-3.19842790179033,0.951694874590444,-0.18230513618317,0.897381694079414
"7",4.41844419583803,-0.0412416527442542,0.50420539488032,-0.0537581949681752
"8",-6.11176573425512,-0.678071845353635,0.60887615370036,0.0455424434335791
"9",3.062225774404,-0.318905068707287,-0.642054056949937,0.784835960608642
"10",4.78705243802448,-2.9923397010106,-1.9221476051032,0.257485332781261
"11",1.51176272124235,-0.735628671671564,0.0689413341678002,0.527765535408364
"12",-1.37618889282339,0.21615447788189,0.552151985768207,0.0591850255141077
"13",1.51973222167323,1.82331345133518,1.64309546789033,0.533958622327007
"14",-3.56293505545039,1.5066945857164,-0.10325518280842,0.687949290746088
"15",4.36578640652187,-0.576366574766775,-0.987968718099586,0.377263797797181
"16",7.11818217175992,-2.34067185490408,-0.691683987223452,-1.05157453622221
"17",-1.57143061179602,0.252811271409276,0.22998323585039,0.589996402636764
"18",0.868844576868012,0.0634685084266277,0.457796158363841,0.399644463373177
"19",3.08288057753605,1.19216881738092,2.13120869296116,0.299485241165419
"20",1.62879265435495,-0.18335452014947,0.0643356602785186,0.353260123899164
"21",0.405684898150983,0.724297243814633,0.842265845215595,0.286078137019169
"22",2.12251045402852,0.105883088386774,0.194921054891792,0.837637196978441
"23",5.75792108179224,-1.44239973391227,0.0254631943147305,0.0910331917343212
"24",-5.16358540082207,0.159863325291208,0.0907899307540955,0.237684553988784
"25",-5.22571092287209,0.689176767226073,0.845652377362328,1.34280751124465
"26",7.13049722901864,-3.00962655651518,-1.9466827944668,-0.554393149203875
"27",-3.36177976317238,0.376261728131145,0.688696288037665,0.662599150695327
"28",-5.09444470047695,0.953544409078847,0.0088645048551164,0.298306079604344
"29",4.48746744051033,-0.198735876997767,-0.211883200926881,0.0252136241853999
"30",-1.56120209046474,1.16444269430879,0.851825897037399,0.138132551475973
"31",2.79869392768978,-0.0513515555832844,0.0400379674242493,0.361975358188129
"32",6.93572269605881,-2.71054486548018,-1.01831773589125,-0.207258024433173
"33",0.157012401113661,-0.275363973158265,0.333554414904493,1.21856718698203
"34",-2.15950618625081,0.639607852352255,-0.336081899240701,1.2502329281705
"35",2.74591852205265,0.262905521710318,-0.315118758250775,0.816123025002825
"36",1.57729857306044,1.11555118676566,0.664717273667473,0.30685505376126
"37",-2.49708586983072,-0.5545595954976,-0.497693921915213,0.706580089651904
"38",1.21129800475354,0.844671203189019,-0.188169392359044,0.602539426745244
"39",1.12745511747377,1.41691259543312,0.444169968268457,0.585779343828009
"40",-0.462850036828823,0.352047890891356,0.140222894722666,1.2616699578039
"41",3.99662941965394,-1.68143668097055,-1.02243024055099,0.637659827305581
"42",3.92506019381297,4.23799153569333,1.16062546353107,-1.2357488023098
"43",-1.69530798090599,3.85988840739185,0.231195055750917,0.184130236922328
"44",-1.88913231269787,1.53807177660056,1.01927934994318,0.862695457703671
"45",2.89337924208428,-0.886720967844369,-0.258642566373779,0.808197654906192
"46",-1.22339103728249,3.02375273123997,0.367773723925594,0.34677515132588
"47",2.92541134093166,0.144993142264551,0.473949698694918,0.693555085146616
"48",0.413630751324743,1.1714742270325,0.163637326653921,0.324462848125532
"49",1.81379223126093,-0.903720681663649,-0.469167083804407,0.564158210764992
"50",-1.20109513201985,2.08812083462775,-0.406243998228261,0.219927479617927
"51",0.295223281834263,2.50311720585841,0.358395513393187,0.166760518339416
"52",1.12501956120578,1.77725697835753,1.16984332836009,0.127070393367753
"53",-1.66637311943669,2.68443109608775,0.499824786366945,0.623350742144332
"54",0.465047908659732,0.7054745149294,0.214880620630346,0.0981291844109124
"55",1.08804447739868,0.481608279220374,0.316080701166858,0.628994897575172
"56",0.0618458501811176,1.51546871080327,-0.282696885360485,0.0836372851049236
"57",6.01859346639726,-2.5135549353171,-1.96718857434297,0.480039801249497
"58",-0.627245013220644,1.68531198342501,0.916284855618401,0.766532291768997
"59",3.14845860584695,-0.562835626309814,0.26804395188175,0.817135837852979
"60",-1.73108235759604,1.42535008597603,0.608825105198123,1.18057255892959
"61",-4.63490750652778,3.39652235737777,0.135052673045139,0.592577788453082
"62",2.80192599557952,-0.665717718564436,-0.363946040415768,0.345733814906204
"63",-2.02706913857913,1.12988103125129,-0.640319473033412,0.777764509862483
"64",-0.639028423309156,1.72733154176244,1.04126854165565,0.458804406707507
"65",4.23285078403279,-1.1362110810351,-0.481996423495499,0.447750583700451
"66",0.956480862716237,-0.331438523073442,-0.398516751074251,1.02724474081577
"67",5.16947739664993,-1.062383076271,-0.241916198311142,-0.0502233944381177
"68",1.53699248835221,-0.932987627079518,0.0991349812528716,1.06852625823765
"69",1.92582194573687,0.381534654774397,-0.650600398411339,0.520020233823435
"70",-1.22283867987428,0.00632257199290092,-0.194881846947684,0.770541029564566
"71",0.19379577100642,1.8263686248375,-0.406126757095006,0.0836301644400233
"72",-2.94139622835199,0.231694995286075,0.226470664125078,0.901618985774971
"73",3.41754149614816,-0.762844099768146,-1.06761297816749,-0.222607592854364
"74",2.86389406473638,0.747535168417282,-0.439618344579052,0.339498981881314
"75",0.824422618052344,0.432323353520322,-1.43531792728462,0.89290316467955
"76",-1.41518671262334,1.01329270241998,0.848379932738128,0.652040618984053
"77",3.42555245026419,-0.981397088622633,0.367912623313155,0.410068554439796
"78",-0.96317482219773,0.578617196132456,0.362732948679789,0.125056401950405
"79",4.5020476283119,-0.549331656761483,-0.619992628781334,0.268267856709162
"80",3.93942176163166,0.522447256860113,1.21032101183091,0.0643016758609081
"81",1.85929716113485,-0.194012287463951,-0.0385178785516485,0.912197425464113
"82",2.50999538753906,0.412984500709743,0.090850754051042,0.00100978869283039
"83",-2.19647788860847,0.578388858559923,0.624307317472068,0.396227760869599
"84",4.20581686918754,1.66235935391201,1.49203341019758,0.313396986098944
"85",-0.948944672912637,1.83074317328691,-0.85641401059967,0.0333702236292576
"86",1.25799439333394,1.02215357738213,-0.479271997023472,0.543295142390939
"87",3.61920901346874,-0.331306165793765,0.497319904422052,0.226081979256797
"88",-4.17270966295173,-0.759656447657889,1.01553533919354,0.221288839315776
"89",3.62673300643121,-0.375038481613229,-0.732499015365821,0.309692887335464
"90",1.82231785498083,-1.29031201343431,-0.521977868693006,0.638004423622581
"91",2.95394761292563,-1.09207831082882,-0.371661155903776,0.407982092763195
"92",3.64895584200697,0.675707481890349,-0.240264240334498,-0.271776479532725
"93",6.19214751910192,-2.13225628878435,-0.968949333255263,-0.07861233877123
"94",3.37093276689505,-0.843271439996132,-0.515444157206359,0.887081723714949
"95",-2.98794536329555,3.02548660977277,-1.34661414526932,-0.110191831418954
"96",-2.15869847014426,1.68880641286177,0.582138944328653,0.0546327404705585
"97",-2.73510277007654,2.99257420167387,-0.855678619636209,0.637624551120328
"98",2.6343635445042,-0.295723188003651,-0.917777230799809,0.938923389500064
"99",-0.214835755172068,0.467611854782075,0.610868352834302,0.559707064642355
"100",-4.4284419662855,1.2029004037592,-0.074684918509028,0.893132344491513
"101",-1.21854208063552,-0.221894738423741,0.00866925954673004,1.0832684699098
"102",-2.19624976736087,1.09065571842319,0.737551037706189,0.295980827166188
"103",3.72092963371451,-1.79879762125966,-0.999182738302424,0.479375267811771
"104",6.15844237149008,-1.41223270042562,-0.233882344523647,-0.528069117212992
"105",6.73213368506346,-3.11736879312711,-0.321950710139744,-0.0192899526388481
"106",-1.79211350894332,2.31111665610664,0.296440286549978,0.317207819668953
"107",3.86559012369532,-2.26721361185818,-1.01035109007033,0.558395651481884
