"","V1","V2","V3","V4"
"1",4.98221515920015,-1.015760868536,-0.408686073996558,0.409712860259423
"2",2.7769055825622,2.30186259292382,-0.640401295385505,0.591011383819668
"3",7.14697518731778,4.07538395641571,3.14456270424479,-2.32921628106984
"4",-0.983902994390944,1.78124108515622,0.551198324132024,0.121417852505388
"5",1.54373570032859,0.0239026778322778,-0.474071168505548,0.761118094181854
"6",2.82167379961121,-0.897670540761467,-0.644828929708098,0.687186390678318
"7",-7.27770145046989,0.703830834161704,1.35735750523954,0.992502830364194
"8",5.49410184182815,-7.23938826275065,-6.35012032779103,3.94450725839407
"9",7.26412897525919,-4.92850695716776,0.338988702656507,-1.91697521333717
"10",1.51272967737381,1.19342638219379,0.190591002313109,-1.95801464996456
"11",-1.86481213126973,0.348781242008015,-0.0688364788788073,1.073036619737
"12",3.07359402583251,-1.67559592112262,0.945007578024439,-1.39382502735164
"13",2.77534013579328,1.22097311535703,-0.401796361217357,0.628976407782208
"14",-1.48666050166275,1.12432096786171,1.09571813157561,0.54634034918616
"15",-2.19644208547693,1.50224272010995,1.4598284595028,1.0236704092421
"16",-2.13171282556041,-3.15600521750184,-0.40077050472675,0.809097180983208
"17",5.86002958988303,1.75835617535861,-1.30402960043008,-2.21371904696492
"18",-0.658122425023038,-3.33785809978985,-3.44287454312007,-2.55996198732532
"19",5.6811783033931,-0.195488523851604,-0.710522719578363,0.590290533589956
"20",1.63656669780858,1.08270394745743,-0.979226455235533,-2.32188559269329
"21",-3.56516366531312,-4.33280414379455,-0.236108134314468,0.77634831896704
"22",-1.84324032592366,3.55798650041108,0.403831993656137,0.688218549770737
"23",4.41106684607746,-1.67092736959112,0.0294835274245088,0.559387921959827
"24",7.1216701442801,0.882015182754089,2.88255630964844,1.25383878183188
"25",3.11795290318278,-1.67811729400257,-1.44480199632266,-1.38067767241297
"26",3.4239456752065,-0.887941741765156,-0.476412013517764,0.0971006383659088
"27",1.26587059195041,0.58711970057221,0.582359410272175,0.909919540604677
"28",-7.56726826426385,1.36323020331724,0.572637423760949,0.0668163557345116
"29",-6.98148148727663,1.80156793507298,0.705669959613393,0.788838260542862
"30",5.76907900536057,-1.01263069897822,0.172613257823528,-0.884654631132602
"31",-0.954981652064181,-0.559219184985368,0.0953054756674412,0.881701197995838
"32",-0.571299592494921,-1.49019695074555,0.688403672574149,0.440341589694288
"33",4.70027455415888,0.687254763984784,0.583795950044061,0.131069468395592
"34",-1.72275569915457,1.08508264608404,0.449604246517457,0.338072408531633
"35",-6.49432253248337,1.47245867763518,0.438531327482666,0.661815731262091
"36",4.38632411785333,-0.232081460688802,-1.81586802029267,0.74143155946504
"37",-8.70482373820532,4.85758666436773,-3.83065658613704,-0.923134459604119
"38",-0.454711358613799,0.282586389922158,0.608853940731018,0.414709642325996
"39",-4.95978531393361,6.78208118082531,0.369443335878382,-3.62970321943986
"40",4.47273970086077,-3.21620452457605,1.08375401457133,0.360400647021768
"41",-6.95388315253431,-0.678478486078975,-1.48321680752949,0.782321081225929
"42",4.66782683304742,-0.600264423203604,0.174829710318746,-3.42649635487332
"43",-6.01977983328908,2.29518574475127,1.64857737365261,0.776738833516242
"44",4.81218564626836,-5.13685235498852,-0.439696459519333,0.490648022739036
"45",1.55920726775764,1.84765733504886,1.04866307786899,0.540399267560946
"46",3.27593730149031,-0.332117252225953,-1.32630800117155,0.0763219625706972
"47",1.74729401495506,-0.327569145138462,0.608875444947931,0.637642774500109
"48",-5.14802929299284,2.27909256573594,-3.29948972719378,-5.0005183645081
"49",6.19238169682464,1.08425374552533,0.418124798286356,-1.50916924666741
"50",-0.802621054359837,-2.86705328762869,-1.30424527444996,2.94700121732363
"51",0.4106799027439,1.02542548897799,0.843013041635021,0.0503215844110678
"52",3.2436530457814,-0.277611859857214,-0.336458510145022,0.895063082653984
"53",2.50072152127638,-0.674998126415001,-0.0113269543951483,0.408823034232662
"54",1.51518123863843,1.185543239616,-1.92416432800288,0.591424704839394
"55",-6.91128101022831,3.84851793484708,1.67337657403725,0.264243790220774
"56",3.4195092637928,-6.2624492644584,-2.16342712185407,1.31207837144019
"57",-2.4207594972877,-7.0135735404359,-2.5623788966558,0.620843041655832
"58",0.167634884664812,-0.754953086952536,-0.1964119630588,0.66841687595571
"59",4.22979497557213,-0.555587833489971,-1.96690307546013,0.533547076638661
"60",4.23729794843102,-0.271991375864684,-0.234694409663374,0.0671212656634076
"61",6.74711495941316,-1.04139716809391,-1.9076473336619,0.0836968474943806
"62",-2.60764539194626,-1.44975308698365,2.71563953419318,0.176284599381053
"63",-3.67681439805165,-0.313408932326961,-0.69961705935857,0.332665915898003
"64",-2.70737113595696,1.18406663877492,-0.994908311583243,0.540157032302928
"65",2.84379582337801,0.382392573824914,0.0908214718775272,-1.31331168282334
"66",0.102914355615155,1.02226496644643,-0.0664669704539551,-0.387899983078298
