"","Dim.1","Dim.2","Dim.3"
"1",2.26973858384152,-0.0236295704141886,-0.384631805629297
"2",3.47128128059787,1.19612364690076,0.370947062985257
"3",0.411390292567354,-0.189062826766788,1.34366053677216
"4",1.79473983629252,0.287090315891515,-0.0361488556520356
"5",-7.55352825668591,-0.906739586015389,0.716760519359316
"6",-3.19842790179034,0.951694874590444,-0.182305136183265
"7",4.41844419583804,-0.0412416527442439,0.504205394880288
"8",-6.11176573425513,-0.678071845353676,0.608876153700364
"9",3.062225774404,-0.318905068707276,-0.642054056950031
"10",4.78705243802451,-2.99233970101062,-1.92214760510325
"11",1.51176272124236,-0.735628671671554,0.0689413341677144
"12",-1.37618889282339,0.216154477881893,0.552151985768184
"13",1.51973222167322,1.82331345133518,1.64309546789027
"14",-3.5629350554504,1.50669458571641,-0.103255182808499
"15",4.36578640652187,-0.576366574766746,-0.987968718099666
"16",7.11818217175996,-2.34067185490405,-0.691683987223387
"17",-1.57143061179603,0.252811271409304,0.229983235850289
"18",0.868844576868009,0.0634685084266415,0.457796158363756
"19",3.08288057753604,1.19216881738093,2.13120869296113
"20",1.62879265435495,-0.183354520149454,0.0643356602783974
"21",0.405684898150981,0.724297243814645,0.842265845215524
"22",2.1225104540285,0.105883088386763,0.194921054891707
"23",5.75792108179227,-1.44239973391228,0.0254631943147564
"24",-5.16358540082206,0.159863325291189,0.0907899307540831
"25",-5.22571092287212,0.689176767226122,0.845652377362183
"26",7.13049722901869,-3.00962655651512,-1.94668279446673
"27",-3.36177976317238,0.376261728131137,0.688696288037603
"28",-5.09444470047695,0.953544409078859,0.00886450485507574
"29",4.48746744051034,-0.198735876997746,-0.211883200926894
"30",-1.56120209046474,1.16444269430883,0.851825897037347
"31",2.79869392768978,-0.0513515555832726,0.0400379674241754
"32",6.93572269605884,-2.71054486548016,-1.0183177358912
"33",0.157012401113668,-0.275363973158281,0.333554414904377
"34",-2.15950618625078,0.639607852352249,-0.336081899240876
"35",2.74591852205265,0.262905521710341,-0.315118758250875
"36",1.57729857306043,1.11555118676567,0.664717273667417
"37",-2.49708586983073,-0.554559595497589,-0.49769392191532
"38",1.21129800475355,0.844671203189013,-0.188169392359188
"39",1.12745511747379,1.41691259543312,0.444169968268396
"40",-0.462850036828844,0.352047890891321,0.140222894722532
"41",3.99662941965395,-1.6814366809706,-1.02243024055107
"42",3.92506019381295,4.23799153569336,1.16062546353116
"43",-1.69530798090601,3.85988840739189,0.231195055750829
"44",-1.88913231269788,1.53807177660058,1.01927934994308
"45",2.89337924208429,-0.886720967844378,-0.258642566373819
"46",-1.22339103728252,3.02375273123999,0.36777372392554
"47",2.92541134093167,0.144993142264491,0.473949698694811
"48",0.413630751324746,1.17147422703253,0.163637326653848
"49",1.81379223126093,-0.903720681663631,-0.469167083804489
"50",-1.20109513201986,2.08812083462779,-0.406243998228346
"51",0.295223281834257,2.50311720585844,0.358395513393132
"52",1.12501956120577,1.77725697835754,1.16984332836005
"53",-1.6663731194367,2.68443109608779,0.499824786366863
"54",0.465047908659727,0.705474514929413,0.214880620630276
"55",1.08804447739868,0.481608279220387,0.316080701166766
"56",0.0618458501811203,1.51546871080329,-0.28269688536055
"57",6.01859346639717,-2.51355493531708,-1.96718857434311
"58",-0.627245013220661,1.68531198342503,0.916284855618301
"59",3.14845860584694,-0.56283562630981,0.268043951881674
"60",-1.73108235759605,1.42535008597606,0.608825105198011
"61",-4.63490750652781,3.39652235737774,0.135052673045101
"62",2.80192599557956,-0.665717718564402,-0.363946040415779
"63",-2.02706913857915,1.1298810312513,-0.640319473033521
"64",-0.639028423309147,1.72733154176243,1.04126854165561
"65",4.23285078403281,-1.13621108103507,-0.481996423495559
"66",0.95648086271624,-0.331438523073444,-0.398516751074339
"67",5.16947739664994,-1.06238307627098,-0.241916198311169
"68",1.53699248835216,-0.932987627079469,0.0991349812527787
"69",1.92582194573687,0.381534654774407,-0.650600398411413
"70",-1.22283867987429,0.00632257199291675,-0.194881846947786
"71",0.193795771006408,1.82636862483753,-0.406126757095079
"72",-2.941396228352,0.231694995286085,0.226470664124993
"73",3.41754149614816,-0.762844099768146,-1.06761297816754
"74",2.86389406473638,0.747535168417294,-0.439618344579106
"75",0.824422618052349,0.432323353520338,-1.43531792728476
"76",-1.41518671262333,1.01329270242001,0.848379932738018
"77",3.4255524502642,-0.981397088622632,0.367912623313118
"78",-0.963174822197737,0.578617196132468,0.362732948679738
"79",4.50204762831189,-0.549331656761462,-0.619992628781372
"80",3.93942176163167,0.522447256860106,1.21032101183089
"81",1.85929716113476,-0.194012287463904,-0.0385178785516124
"82",2.50999538753906,0.412984500709755,0.0908507540509976
"83",-2.19647788860848,0.578388858559939,0.624307317471985
"84",4.20581686918752,1.662359353912,1.49203341019758
"85",-0.948944672912653,1.83074317328696,-0.856414010599779
"86",1.25799439333394,1.02215357738215,-0.479271997023554
"87",3.61920901346874,-0.331306165793759,0.497319904422013
"88",-4.17270966295171,-0.759656447657846,1.01553533919345
"89",3.62673300643121,-0.37503848161323,-0.732499015365875
"90",1.82231785498083,-1.2903120134343,-0.521977868693114
"91",2.95394761292563,-1.09207831082882,-0.371661155903848
"92",3.64895584200697,0.675707481890354,-0.240264240334526
"93",6.19214751910195,-2.13225628878408,-0.968949333254989
"94",3.37093276689506,-0.843271439996135,-0.515444157206447
"95",-2.98794536329557,3.02548660977281,-1.34661414526938
