"","Dim.1","Dim.2"
"1",-5.38351293335911,-0.873541546718573
"2",6.45103294014893,-2.52611369770579
"3",3.95855701987952,0.589353789150024
"4",0.552187630649576,1.36715784351533
"5",-5.6214136966471,0.108168208040682
"6",-4.10105716546487,-2.61148852695824
"7",6.77264759706902,-0.632648673635433
"8",0.598404286013286,2.39048428936953
"9",-7.31065691002107,-4.70488368186294
"10",1.26781897633698,1.16141654237173
"11",-2.64234635663139,0.81558105145089
"12",0.784918359627701,2.20052390345455
"13",5.28877501530591,-0.450841464144826
"14",-5.21216411652124,1.27160999663108
"15",-0.180661499088103,5.67133511960377
"16",0.471210734631552,1.79810728549838
"17",-2.06494849667016,1.9149587831852
"18",-9.88484557958393,-2.28414800844863
"19",3.26265692551292,1.54886126877683
"20",8.05027574610767,-3.93287070201086
"21",6.63000633209766,-2.30139565405756
"22",-3.53957747209811,0.355833243422534
"23",-1.44916561585263,4.03851398490588
"24",-2.78122721672338,0.838108382771265
"25",0.752237099714486,2.09928198795153
"26",-1.91538419469342,1.05295265801146
"27",8.24990797917509,-5.12759919411134
"28",-0.605546348678496,2.12832115453568
"29",-8.11415886216795,-1.32847031409828
"30",1.76817959550042,-1.4643384923636
"31",5.11282271853547,-0.252710764126796
"32",1.94149909215426,2.15794877806989
"33",6.28433670016483,-1.44074769749514
"34",5.99344967638557,-1.57116180372041
"35",-5.82326735988699,-1.18135956752614
"36",2.87874865435132,1.41840533824451
"37",5.37397262743752,-1.76606712072427
"38",9.13385660940181,-6.18974187647161
"39",2.82584843029159,2.71026286978481
"40",-0.965286795985821,1.96738045233253
"41",5.43160040621254,-1.1582033574558
"42",-2.29406894993669,1.28215763540393
"43",-8.4888972856295,1.26989073061162
"44",-5.705040576377,-0.821988859691707
"45",0.320818339426688,1.1524386630466
"46",1.63085290413918,0.895874902112698
"47",8.65629520642774,-4.11744982474211
"48",-2.37841064306872,3.3625113952803
"49",-0.267901341148779,3.53627319863478
"50",5.1223079525137,-0.767673125563811
"51",-4.44542006351751,2.40141699863631
"52",-3.2184109588112,0.580980458829893
"53",1.53711193285069,3.53014231010019
"54",0.186435799803162,1.43343305671706
"55",7.58969900571211,-4.02867419519766
"56",-3.07677333696421,0.439240626884543
"57",3.13191765018288,0.246060728721683
"58",3.10011169709505,0.370398654063396
"59",-3.01151624575006,1.88195191174344
