"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","indice_originel"
"224",2.09233649781468,2.10204435527697,2.10175485667085,2.11147383521591,2.1111850837064,2.1209066731331,2.12065047999699,2.1304130992715,2.13017750756546,2.13995335544307,2.1397493684785,2.14956323975503,2.15939320487406,2.15924418814926,2.16912297955012,2.16900407244893,2.1789128859351,2.16884116379969,2.1687931374471,2.16876742176828,2.1587550762246,2.15876859346106,2.15880383963195,2.15885866096418,2.14893929213643,2.14902702266182,2.14914180434641,2.14927828806527,2.13942937859386,2.13960484037572,2.13979768701244,2.1400091442121,2.13021597835364,2.13045354150969,2.13070325545769,2.13096622701619,2.12122939646586,224
"229",3.01261268806426,3.02231400502198,3.04201802510378,3.06173071212373,3.07143549602819,3.09115085238235,3.11088892357902,3.12064622835967,3.14040536221245,3.16017619175896,3.17996763792204,3.18977734213761,3.20960350050556,3.22945114758544,3.24932722536094,3.25920565616048,3.27911242815753,3.29903910030267,3.30898999873323,3.32896370733025,3.3489510853938,3.36896490525497,3.37900094051923,3.39905698919472,3.41913942554247,3.4392291201841,3.4493464716079,3.46948601093241,3.48964048408477,3.49981987411547,3.52001703821421,3.54023322953028,3.56044469428693,3.5706875760211,3.59094288057987,3.61121173956133,3.63148080086435,229
"236",1.90299935441368,1.89269151466499,1.89238646090988,1.89209033979468,1.89178607327869,1.89149270333129,1.89122274459385,1.89097260908311,1.88072435871823,1.88048816260121,1.88027321514301,1.88007708547321,1.87989791438968,1.87974089079609,1.87961316949609,1.86948787335664,1.86939178726893,1.86931621140684,1.86926560453381,1.86923850711702,1.86922549823069,1.86923974176643,1.86927688176143,1.86933464871748,1.85941961231093,1.85951205671529,1.85963300577398,1.85977682294639,1.85993603177204,1.86012092135113,1.86032412989669,1.86054694897574,1.86076489659353,1.85101522433708,1.85127835575094,1.85155545712452,1.85183276702224,236
"246",4.39355173491284,4.393230814155,4.40291279777574,4.40260409361031,4.41228689792226,4.42198106182979,4.42169963175789,4.43143886725944,4.43118006801221,4.44093383523299,4.45070975403011,4.45050529023836,4.46031850565269,4.46015480966844,4.47002166111774,4.47989104077972,4.47979087171379,4.4897120844128,4.48965932710607,4.49963107824097,4.49961751656911,4.49963236535424,4.499671083536,4.50973130517857,4.50981987912301,4.50991625175985,4.51004234029695,4.51019226868066,4.51035824275386,4.52055098883064,4.52076283230023,4.5209951196121,4.52122232846011,4.5214832933599,4.52175760599531,4.5220464822148,4.53233557581921,246
"267",5.17471173396109,5.20436334308403,5.22401810519404,5.22368297662315,5.22333862967376,5.22300661467664,5.23270109480239,5.23241800942975,5.23213705752955,5.24186974775972,5.24162648569301,5.24140452024518,5.24120174730503,5.25102403930039,5.2508794935232,5.2507376923682,5.25062894904798,5.26054341772531,5.26048614450781,5.26045547760127,5.27044075507978,5.27045687488864,5.27049890726258,5.27056428374684,5.28066043942837,5.28076506135343,5.28090194279519,5.28106470472262,5.29124488581567,5.29145413053761,5.29168410734767,5.30193627794846,5.30218293537993,5.30246623830782,5.3027640315085,5.31307763490438,5.31339147429287,267
"285",4.69570601885959,4.70533408216606,4.71496551155259,4.7346077334913,4.74424011403218,4.75388565997393,4.77355949169766,4.78325727414715,4.79295733425871,4.78267195849693,4.78241225568979,4.77217528882245,4.76195881157846,4.75176909327063,4.74161477844216,4.74146339372976,4.73134730104872,4.72125598913603,4.71119484513788,4.70116210562439,4.69114638808893,4.6911635973467,4.6812084704568,4.67127826537679,4.66138091969012,4.65149261243363,4.65163874493655,4.6418125070443,4.63200486558293,4.62222825200073,4.61247377167404,4.60274298509392,4.60300631273978,4.5933087625489,4.58362668194837,4.57396148006688,4.56429653012743,285
"293",1.12614792325892,1.13576552175807,1.13538658104527,1.14501873654381,1.14464077374704,1.15427634677273,1.1539410014289,1.16363028068822,1.16332190169389,1.17302849660235,1.17276148679946,1.17251785263457,1.18229528458888,1.18210022836851,1.19194157173948,1.19178592766823,1.20166656860461,1.2015726875408,1.21150982319568,1.21147616252355,1.22146000275966,1.22147769621695,1.23152383187645,1.23159559054566,1.23170113313978,1.24181596846928,1.24196621255493,1.25214486363171,1.25234263436839,1.26257230598434,1.27282473359688,1.27310152160301,1.28337225823304,1.28368321776716,1.29401008214387,1.3043543001391,1.30469877716502,293
"296",3.01631363740867,3.02592731160507,3.02554448210503,3.0251728626885,3.01479102114011,3.01442285432228,3.00408406757811,3.00377015814112,2.99345861448208,2.99316219839188,2.99289244846559,2.98264631406412,2.98242146196778,2.97222440403022,2.97206411922598,2.97190687789516,2.96178629393807,2.96169144944258,2.95162793996736,2.95159393386073,2.95157760826118,2.94159548329329,2.94164209240882,2.93171458748398,2.93182121318341,2.93193722698265,2.92208901291182,2.92226949735199,2.91246929766293,2.91270132622819,2.91295634431794,2.90323597279391,2.90350948779301,2.89382363847401,2.89415385721718,2.88450160766619,2.88484961980411,296
"309",2.13703173205758,2.12662840094209,2.12622872003065,2.11584074264883,2.11544209317675,2.10505772037032,2.10470402089137,2.09437629377036,2.09405103656425,2.0937415728132,2.08345994901882,2.08320298025881,2.0729682306097,2.07276249856428,2.06259515833412,2.06243099554517,2.06230510371638,2.05220608435033,2.0421397793113,2.04210427632187,2.03208723210112,2.02210589395744,2.02215455471576,2.01223024088339,2.01234156003911,2.00246268054058,1.99262114779168,1.99280957680654,1.98301817193929,1.97326041395155,1.97352665744255,1.96381859462119,1.95410414921957,1.95443212820368,1.94477688253487,1.93513994028355,1.93550327124018,309
"326",7.04797077890616,7.04754521007511,7.04712349270261,7.05671412413542,7.05629349507082,7.05588792981777,7.05551472907025,7.05516893267013,7.05482574236401,7.05449921628722,7.06420206512688,7.06393092835957,7.06368323575683,7.06346616064728,7.06328959409092,7.06311638016442,7.06298354727263,7.06287906846046,7.07280910768414,7.07277164723259,7.07275366327643,7.07277335405671,7.07282469773252,7.07290455686723,7.07302201361965,7.08314981211633,7.08331701648074,7.04351583455479,6.99373593060838,6.95399152866672,6.91427245152857,6.874580484703,6.83488178339276,6.79522784554247,6.7555916079503,6.71597468293702,6.67635804619505,326
"357",3.75968315845357,3.77921703849416,3.78875513698677,3.80830676096389,3.82784605146589,3.83740184116311,3.85699307927878,3.86661433301677,3.88623844117534,3.89588080144574,3.91555533567688,3.92525836313154,3.94498706867219,3.96474930915159,3.97455591811802,3.99436619917599,3.99422070905168,4.00410627477892,4.00402964765814,4.01398861771684,4.01396892012551,4.02399048717892,4.02404672323367,4.02413419189659,4.03426284073709,4.03440281675446,4.04458595350196,4.04480371633101,4.055044784652,4.0553247378532,4.06563242897955,4.06596981367573,4.07629982217916,4.07667885951322,4.08707728370786,4.08749686071688,4.08791675346568,357
"364",1.91006982480299,1.90959454813716,1.90912357279287,1.90866638863484,1.90819662871639,1.90774369211205,1.90732690029361,1.90694071374021,1.90655743768112,1.90619277228798,1.90586091289785,1.90555810646714,1.9052814825563,1.90503905236223,1.90484186225318,1.90464841637215,1.90450006816308,1.90438338588309,1.90430525345872,1.90426341750361,1.9042433329624,1.90426532369039,1.90432266447587,1.90441185141935,1.91454302750555,1.91468575328565,1.91487248766804,1.915094528345,1.91534033233927,1.91562578508886,1.91593952066203,1.91628353312118,1.91662002448576,1.9170065078292,1.91741275887892,1.91784057828007,1.90826871962357,364
"369",2.71034601505257,2.70986419788217,2.6993867412258,2.69892326554266,2.68844704103817,2.6879878713613,2.67756534387564,2.67717384282837,2.67678529232811,2.66641560860387,2.6660791823414,2.65577220884972,2.65549177818781,2.64524601179841,2.645046108064,2.63485000008369,2.63469961038551,2.62458132238607,2.62450211474485,2.61445970306559,2.61443934213161,2.6144616354843,2.60451976536315,2.60461017964989,2.59474316091159,2.59488785080793,2.58507715492953,2.58530225121213,2.57555143783018,2.57584081882861,2.5661588718638,2.56650761843936,2.55684874041905,2.55724054234061,2.55765238400111,2.55808609082521,2.55852012402206,369
"383",1.8711193477514,1.87061921716819,1.88012361283801,1.87964252088455,1.87914819553917,1.8886715732592,1.8882329859053,1.89782660427524,1.89742328533967,1.90703955028836,1.90669033678333,1.90637169552093,1.91608060595603,1.91582549821971,1.92561799633431,1.92541443447601,1.93525832860831,1.93513554459441,1.94505332634601,1.94500930263912,1.94498816780539,1.95501130850723,1.95507164784754,1.96516549869541,1.9653035344485,1.97545372387032,1.97565022326169,1.97588387524011,1.98614253320472,1.98644291329993,1.99677305522876,1.99713505733027,1.99748914503226,1.99789583897256,1.99832333434324,1.9987735259516,1.98922405633783,383
"391",2.60156125215073,2.5910506567602,2.57054468233069,2.56005352393706,2.54954885525403,2.539062260058,2.51861449563653,2.50819961081631,2.49778785277485,2.48739608839379,2.46703956789301,2.45671425933305,2.44641707896645,2.42615663331759,2.41594478963162,2.40573696841448,2.39557759616419,2.37545224299918,2.36536830440382,2.35532335953828,2.34530178247612,2.33532540737748,2.32538700926719,2.31548282386427,2.30562374789816,2.29577707990596,2.28597769088007,2.27621623182752,2.26648030199017,2.25678696728354,2.24712401715159,2.23749359383936,2.22785509052553,2.21827029419082,2.20870673453874,2.19916634602382,2.18962630337541,391
"399",4.25200315655006,4.32148209635221,4.38096575182338,4.45046452698957,4.51994951496889,4.57945294685679,4.64899600536777,4.71857261735738,4.77815242021003,4.84775262649921,4.91738879900269,4.97705682314517,5.04675355197686,5.10648776841548,5.17627158292894,5.24605950235295,5.30589686372008,5.37576894140394,5.44568328246163,5.50563741643744,5.57561539714685,5.64563950624772,5.70570237068685,5.77580014903314,5.79594396134783,5.80610043594161,5.82630515849845,5.84654858841493,5.85681807077562,5.87713102126714,5.89747497907443,5.90785213034845,5.92822103601879,5.94864474940907,5.95909013473423,5.97955916609605,6.00002855041299,399
"450",5.0048202970958,4.98423252375128,4.96365006983926,4.94308467144933,4.94250372065109,4.93194357519913,4.9314281299044,4.9309505340567,4.92047653760931,4.92002555692129,4.91961514732688,4.90924066744744,4.90889856741825,4.90859875466449,4.90835489019934,4.89811565621069,4.89793219438884,4.89778789373432,4.88769126758014,4.8876395291696,4.88761469067277,4.87764188654555,4.87771279973713,4.87782309698466,4.86798532208943,4.86816183066887,4.86839276456561,4.86866736165969,4.85897134678288,4.85932436541264,4.85971236133249,4.8501378005939,4.85055393853835,4.85103190142546,4.84153431098054,4.84206339405646,4.84259287527759,450
"469",1.10586982004422,1.10525719278231,1.09465010988439,1.08406080369904,1.08345528747388,1.07287145634627,1.07233421551608,1.07183642459173,1.06134238526786,1.06087233492167,1.05044457121237,1.05005425650122,1.04969769081798,1.03938520052196,1.03913102428047,1.02888167431456,1.02869045483407,1.02854005244564,1.01843934046744,1.01838541430511,1.00835952551576,1.00838787136239,0.998461783108803,0.998576744260722,0.998745829032385,0.988929801253529,0.98917050015926,0.979456708554794,0.979773547648326,0.980141493623713,0.970545895899223,0.970989324802989,0.961423059084857,0.961921232568825,0.952444886444853,0.95299634172799,0.953548211991847,469
"472",0.856035534193967,0.865418982629313,0.87480801094415,0.894214929843729,0.90360553486695,0.913017963895821,0.932477281665293,0.941976302044635,0.951479098056057,0.9610060367112,0.980575532878496,0.990182717930767,0.999823868196887,1.01950937618367,1.02925357176697,1.03900262454148,1.04881018016752,1.06865881434743,1.07855745723911,1.0885031856423,1.10847713101728,1.11850565843873,1.12858004364117,1.14869574119905,1.15886590907601,1.1690510597669,1.17929330051615,1.18958134227507,1.19990021094287,1.21027051386757,1.22067750662028,1.2311237759939,1.24156028864483,1.25206165327567,1.26258866151817,1.27314364925507,1.28369905463094,472
"476",0.976256486393632,0.985634702425319,0.985018545690493,0.984420431369984,0.983805864724378,0.99321330729522,0.992668036530911,0.992162805315169,0.991661381773647,1.00118430576391,1.00075014843333,1.00035399983683,0.999992104702094,1.00967494373261,1.00941696841562,1.00916389151072,1.00896981394547,1.01881716354981,1.01871494626802,1.01866021409188,1.01863393835265,1.02866270787385,1.028737724351,1.02885440378348,1.03902601580084,1.03921273778472,1.03945703432534,1.03974752056878,1.0500690953356,1.05044254085937,1.0508529875817,1.05130304424844,1.05174326139146,1.0522488808848,1.05278036161592,1.05334005929118,1.05390017814973,476
"534",7.22946029328879,7.2287626394674,7.22807129951248,7.23740020350068,7.23671064765709,7.2460457865865,7.24543398208237,7.24486710273792,7.25430449567871,7.25376920702823,7.2532820739785,7.2628375874747,7.26243153402759,7.26207567319227,7.25178621982118,7.25150226256462,7.25128450372563,7.24111322698436,7.24099853718712,7.2309371266108,7.23090764471545,7.23093992468315,7.22102409464348,7.22115501125776,7.2113475633109,7.21155706904317,7.21183117455859,7.20215710582752,7.20251791903012,7.19293693224053,7.19339746152225,7.19390243393935,7.18439636621763,7.18496368121717,7.18556001303328,7.1761880048148,7.17681646917221,534
"568",4.80133838698595,4.79059625773345,4.7698608448564,4.74914696647385,4.72841345144523,4.70770620548139,4.68705539844012,4.66645238053746,4.64585390727822,4.62528449397628,4.60476630619463,4.58429348367621,4.56386154432185,4.54348299735828,4.52317509133478,4.50287303180311,4.49264139083814,4.47245919520462,4.4623371939328,4.44227186843224,4.42224050706606,4.4122748448817,4.392364380677,4.37250364322545,4.36270847047197,4.34293133219467,4.3232229119367,4.31356962132403,4.29395343636829,4.28439916167086,4.26488904969429,4.24542621410298,4.235951634564,4.21655511589476,4.19718946386416,4.18785749012174,4.16852601908194,568
"584",3.91222219578461,3.92145913691747,3.93070298384177,3.93996897257887,3.94921477087494,3.95848757907899,3.96781841790259,3.9771983936196,3.98658304214859,3.99599757018713,4.00546476841398,4.01497861130045,4.02453449034268,4.03414526755405,4.04382867792941,4.05351809968005,4.06327992594991,4.07309259201415,4.08296715004841,4.09289998223056,4.10286773640753,4.11290304262219,4.1229951035163,4.13313829356318,4.1433488973713,4.15357804426596,4.16387784717346,4.17423433449886,4.1846289739392,4.19508726963808,4.20559097353996,4.21614328712116,4.22668352555053,4.23730402633128,4.24795626425515,4.25864313026618,4.2593305131571,584
"590",1.21255362408411,1.21178271661148,1.20101878596129,1.20027722486826,1.19951526566108,1.19878059417808,1.19810455020102,1.1974781485254,1.19685646772497,1.1962649737662,1.19572669174624,1.19523553415955,1.19478684510049,1.19439361887746,1.1940737729024,1.19376000013391,1.18351937661682,1.18333011581772,1.18320338359177,1.18313552490494,1.18310294741058,1.18313861677488,1.18323162458104,1.18337628743983,1.18358905745855,1.1838205612927,1.18412344788724,1.18448360193941,1.18488230052829,1.18534531012578,1.18585419498208,1.18641218950298,1.18695798467048,1.18758486774497,1.18824381440178,1.18893774532035,1.18963219843529,590
"607",5.36349267093269,5.3326995257445,5.29191355863325,5.25115060635484,5.21036666755515,5.16961080362553,5.12891525837989,5.09827078742517,5.05763117352473,5.01702261724022,4.9764688078543,4.9359634822603,4.90550185024762,4.86509728096046,4.8247682086592,4.78444538475315,4.74419782017308,4.71400309992785,4.67387271196461,4.63380289581566,4.60376937858588,4.56380607687415,4.53390176759781,4.49405060342367,4.46426951103909,4.42450769286845,4.38481931657629,4.35518985968767,4.31560005919737,4.28607642484095,4.24659998906811,4.21717407958479,4.17773561884367,4.13838058508377,4.10905853981722,4.06977248797382,4.04048697339016,607
