"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","Date"
"24120",0.08,0.1,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.08,0.09,0.09,0.09,0.09,0.08,0.08,"27/03/2013"
"24121",0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,"27/03/2013"
"24122",0.07,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,"28/03/2013"
"24123",0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,"28/03/2013"
"24124",0.12,0.12,0.11,0.11,0.11,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,"29/03/2013"
"24125",0.2,0.19,0.18,0.17,0.16,0.16,0.17,0.17,0.18,0.18,0.19,0.19,0.18,0.17,0.16,0.15,0.15,0.16,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.18,"29/03/2013"
"24126",0.19,0.18,0.17,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.11,0.1,0.09,0.09,0.1,0.11,"30/03/2013"
"24127",0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0,0,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.01,0,"30/03/2013"
"24128",0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.05,0.05,0.05,"31/03/2013"
"24129",0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.09,0.08,0.07,0.07,0.08,"31/03/2013"
"24130",0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.19,0.2,0.2,0.19,0.17,0.16,0.17,0.18,0.19,0.2,0.2,0.21,0.21,0.22,0.21,0.2,0.2,0.18,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.16,0.17,0.18,"01/04/2013"
"24131",0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.19,0.19,0.2,0.2,0.17,0.16,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,"01/04/2013"
"24132",0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.09,0.09,0.08,0.09,0.1,0.11,0.11,0.12,0.11,0.11,0.1,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.06,"02/04/2013"
"24133",0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.01,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,"02/04/2013"
"24134",0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.03,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.03,"03/04/2013"
"24135",0.04,0.04,0.03,0.02,0.02,0.03,0.04,0.04,0.03,0.02,0.01,0,-0.01,-0.01,-0.02,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0,0,0.01,0.02,0.02,0.02,"03/04/2013"
"24136",0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,"04/04/2013"
"24137",-0.01,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.03,-0.03,-0.03,-0.02,-0.01,0,0.01,0.01,0.02,0.02,0.03,0.03,"04/04/2013"
"24138",0,-0.01,-0.02,-0.02,-0.03,-0.02,-0.02,-0.01,-0.01,0,0,0,0,-0.01,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,-0.03,-0.04,-0.04,-0.04,-0.04,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,"05/04/2013"
"24139",-0.11,-0.1,-0.1,-0.1,-0.1,-0.11,-0.11,-0.11,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,-0.12,-0.11,-0.11,-0.11,-0.12,-0.13,-0.13,-0.13,-0.12,-0.12,-0.11,-0.11,-0.1,-0.1,-0.09,-0.09,-0.09,-0.08,-0.08,-0.08,-0.09,-0.1,-0.1,"06/04/2013"
"24140",-0.11,-0.11,-0.11,-0.12,-0.12,-0.12,-0.12,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.12,-0.12,-0.13,-0.13,-0.14,-0.14,-0.13,-0.13,-0.11,-0.11,-0.1,-0.09,-0.09,-0.1,-0.1,-0.1,-0.1,-0.11,-0.11,-0.1,-0.1,-0.1,-0.1,"06/04/2013"
"24141",-0.11,-0.11,-0.1,-0.1,-0.1,-0.1,-0.11,-0.11,-0.12,-0.12,-0.12,-0.11,-0.11,-0.11,-0.11,-0.1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.08,-0.07,-0.07,-0.07,-0.07,-0.06,-0.05,-0.06,-0.07,-0.07,-0.07,-0.08,-0.08,-0.07,-0.06,"07/04/2013"
"24142",0,0,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.06,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,"07/04/2013"
"24143",0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.17,0.17,0.17,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.16,"08/04/2013"
"24144",0.17,0.18,0.17,0.17,0.18,0.19,0.19,0.18,0.18,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.13,0.12,0.11,0.12,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.17,0.17,0.17,"08/04/2013"
"24145",0.33,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.34,0.35,0.36,0.35,0.33,0.32,0.3,0.28,0.26,0.26,0.27,0.28,0.29,0.29,0.27,0.26,0.23,0.21,0.2,0.22,0.26,0.27,0.27,0.26,0.26,0.26,0.28,0.3,0.32,"09/04/2013"
"24146",0.21,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.09,0.1,0.12,0.12,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.11,0.1,0.09,0.09,0.08,0.07,0.07,0.08,0.08,0.09,0.08,0.07,0.07,0.06,0.05,0.05,0.07,0.07,"09/04/2013"
"24147",0.06,0.06,0.06,0.06,0.07,0.08,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.07,0.07,0.08,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.06,"10/04/2013"
"24148",0.26,0.27,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.26,0.24,0.23,0.23,0.24,0.25,0.25,0.25,0.25,0.25,0.26,0.26,"10/04/2013"
"24149",0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,"11/04/2013"
"24150",0.2,0.2,0.19,0.19,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.17,0.16,0.16,0.17,0.17,0.18,0.18,0.18,0.19,0.19,0.19,0.18,0.17,0.16,0.15,0.16,0.17,0.18,0.18,0.18,0.17,0.18,0.18,"11/04/2013"
"24151",0.27,0.26,0.25,0.24,0.24,0.23,0.24,0.23,0.22,0.21,0.2,0.2,0.18,0.17,0.16,0.17,0.19,0.21,0.21,0.21,0.21,0.2,0.19,0.18,0.17,0.15,0.14,0.15,0.15,0.16,0.16,0.17,0.16,0.15,0.14,0.14,0.15,"12/04/2013"
"24152",0.11,0.1,0.08,0.06,0.05,0.04,0.03,0.04,0.04,0.05,0.05,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.07,0.07,0.06,0.05,0.05,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.04,"12/04/2013"
"24153",0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.14,0.14,0.13,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.13,"13/04/2013"
"24154",0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.11,0.1,0.1,0.1,0.11,0.12,0.12,0.12,0.12,0.11,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0.05,0.06,0.07,0.06,"13/04/2013"
"24155",0.08,0.08,0.07,0.06,0.05,0.04,0.03,0.03,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.09,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,"14/04/2013"
"24156",0.09,0.09,0.09,0.07,0.05,0.03,0.02,0.02,0.03,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.01,0,0.01,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0,0,0,0.01,0.01,0.02,0.02,0.02,0.01,"14/04/2013"
"24157",0.01,0.01,0.01,0,-0.02,-0.03,-0.04,-0.04,-0.04,-0.02,-0.03,-0.03,-0.04,-0.04,-0.05,-0.06,-0.07,-0.06,-0.06,-0.04,-0.03,-0.02,-0.02,-0.03,-0.03,-0.04,-0.05,-0.06,-0.06,-0.05,-0.04,-0.04,-0.04,-0.03,-0.01,-0.01,-0.02,"15/04/2013"
"24158",-0.03,-0.02,-0.02,-0.02,-0.04,-0.05,-0.06,-0.06,-0.07,-0.07,-0.06,-0.05,-0.05,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,0,-0.01,-0.02,-0.03,-0.04,"15/04/2013"
"24159",0.02,0.02,0.01,0.01,0.01,0,0,-0.01,0,0,0,0,0,-0.01,-0.02,-0.03,-0.03,-0.03,-0.02,-0.02,-0.01,-0.01,0,0,-0.01,-0.01,-0.01,-0.03,-0.05,-0.05,-0.04,-0.04,-0.03,-0.02,-0.02,-0.02,-0.02,"16/04/2013"
"24160",-0.02,-0.01,-0.01,0,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.02,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.05,-0.05,-0.06,-0.06,-0.06,-0.05,-0.06,-0.06,-0.07,"16/04/2013"
"24161",-0.05,-0.04,-0.04,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.03,-0.02,-0.02,0,0.01,0.01,0.01,0,-0.01,-0.01,-0.01,-0.01,-0.02,-0.03,-0.04,-0.04,-0.04,-0.04,-0.05,-0.05,-0.04,-0.04,-0.03,-0.02,-0.01,-0.01,-0.02,"17/04/2013"
"24162",0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.04,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,-0.01,-0.01,-0.01,-0.02,-0.02,-0.03,-0.04,-0.05,-0.06,-0.06,-0.06,-0.06,-0.07,-0.07,-0.07,"17/04/2013"
"24163",-0.07,-0.08,-0.09,-0.09,-0.08,-0.08,-0.07,-0.07,-0.07,-0.06,-0.07,-0.07,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.09,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.11,-0.12,-0.12,-0.12,-0.12,-0.12,"18/04/2013"
"24164",-0.14,-0.13,-0.13,-0.14,-0.14,-0.14,-0.14,-0.13,-0.13,-0.14,-0.14,-0.14,-0.15,-0.15,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.17,-0.18,-0.18,-0.18,-0.18,-0.18,-0.17,-0.17,-0.17,-0.17,-0.17,-0.18,-0.19,-0.19,-0.19,-0.19,-0.18,"18/04/2013"
"24165",-0.18,-0.18,-0.17,-0.17,-0.17,-0.18,-0.18,-0.17,-0.17,-0.18,-0.18,-0.18,-0.18,-0.18,-0.19,-0.19,-0.19,-0.19,-0.19,-0.2,-0.2,-0.21,-0.22,-0.22,-0.23,-0.22,-0.22,-0.21,-0.2,-0.2,-0.2,-0.2,-0.19,-0.19,-0.19,-0.19,-0.19,"19/04/2013"
"24166",-0.22,-0.21,-0.21,-0.21,-0.21,-0.21,-0.22,-0.22,-0.22,-0.23,-0.23,-0.22,-0.22,-0.22,-0.22,-0.22,-0.23,-0.23,-0.24,-0.24,-0.24,-0.25,-0.25,-0.25,-0.26,-0.26,-0.25,-0.25,-0.25,-0.24,-0.24,-0.24,-0.23,-0.23,-0.23,-0.22,-0.22,"19/04/2013"
"24167",-0.2,-0.2,-0.2,-0.2,-0.21,-0.2,-0.2,-0.19,-0.19,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.19,-0.19,-0.2,-0.19,-0.19,-0.19,-0.2,-0.2,-0.2,-0.19,-0.18,-0.18,-0.17,-0.17,-0.17,-0.18,-0.19,-0.19,-0.18,-0.18,-0.17,"20/04/2013"
"24168",-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.19,-0.19,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.17,-0.16,-0.16,-0.16,-0.15,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.13,-0.13,-0.12,-0.12,"20/04/2013"
"24169",-0.11,-0.1,-0.1,-0.1,-0.1,-0.09,-0.09,-0.1,-0.1,-0.1,-0.1,-0.11,-0.11,-0.11,-0.12,-0.12,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.1,-0.1,-0.09,-0.08,-0.08,-0.07,-0.08,-0.08,-0.08,-0.08,-0.08,"21/04/2013"
"24170",-0.1,-0.1,-0.09,-0.09,-0.08,-0.07,-0.07,-0.08,-0.08,-0.08,-0.09,-0.09,-0.09,-0.1,-0.1,-0.09,-0.09,-0.08,-0.09,-0.09,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.08,-0.07,-0.07,-0.07,-0.07,"22/04/2013"
"24171",-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.06,-0.06,-0.06,-0.07,-0.07,-0.07,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.06,-0.06,-0.07,-0.07,-0.08,-0.08,-0.09,-0.09,-0.09,-0.09,-0.08,-0.08,"22/04/2013"
"24172",-0.1,-0.1,-0.1,-0.1,-0.1,-0.09,-0.09,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.06,-0.06,-0.06,-0.06,-0.06,-0.07,-0.07,-0.08,-0.08,-0.09,-0.09,-0.09,-0.09,-0.09,-0.1,-0.1,-0.1,-0.09,-0.09,-0.09,-0.1,-0.1,"23/04/2013"
"24173",-0.12,-0.11,-0.11,-0.11,-0.1,-0.1,-0.1,-0.1,-0.09,-0.09,-0.09,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.09,-0.1,-0.1,-0.1,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.12,-0.13,-0.13,"23/04/2013"
"24174",-0.14,-0.14,-0.13,-0.14,-0.13,-0.13,-0.12,-0.12,-0.12,-0.12,-0.11,-0.11,-0.1,-0.1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.1,-0.1,-0.1,-0.11,-0.11,-0.12,-0.12,-0.11,-0.11,-0.12,-0.12,-0.12,-0.12,-0.13,-0.13,-0.13,-0.14,"24/04/2013"
"24175",-0.14,-0.13,-0.13,-0.13,-0.12,-0.11,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.11,-0.12,-0.13,-0.13,-0.12,-0.12,-0.12,-0.11,-0.11,-0.1,-0.1,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,"24/04/2013"
"24176",-0.1,-0.11,-0.1,-0.1,-0.09,-0.08,-0.07,-0.07,-0.07,-0.07,-0.06,-0.06,-0.06,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.08,"25/04/2013"
"24177",-0.04,-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.05,-0.05,-0.05,-0.05,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,"25/04/2013"
"24178",-0.05,-0.04,-0.04,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.04,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.03,-0.04,-0.05,-0.06,-0.06,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.09,-0.1,-0.1,-0.11,-0.12,-0.12,"26/04/2013"
"24179",-0.13,-0.12,-0.11,-0.1,-0.09,-0.09,-0.09,-0.11,-0.12,-0.13,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.13,-0.14,-0.14,-0.14,-0.14,-0.15,-0.15,-0.14,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.14,-0.14,-0.14,-0.15,"26/04/2013"
"24180",-0.08,-0.07,-0.06,-0.06,-0.05,-0.06,-0.07,-0.07,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.06,-0.06,-0.06,-0.06,-0.06,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,"27/04/2013"
"24181",-0.04,-0.03,-0.02,-0.02,-0.01,-0.01,-0.01,-0.02,-0.03,-0.03,-0.03,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.04,-0.05,-0.05,-0.05,-0.06,-0.06,-0.06,-0.05,-0.05,-0.05,-0.06,-0.06,-0.07,-0.07,-0.07,-0.06,-0.06,-0.06,-0.07,-0.08,"27/04/2013"
"24182",-0.06,-0.05,-0.04,-0.04,-0.04,-0.05,-0.06,-0.06,-0.07,-0.07,-0.07,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.07,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,"28/04/2013"
"24183",-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.05,-0.05,-0.06,-0.06,-0.06,-0.07,-0.07,-0.07,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.07,-0.07,-0.07,-0.06,-0.06,-0.07,"28/04/2013"
"24184",-0.07,-0.07,-0.07,-0.06,-0.05,-0.05,-0.05,-0.06,-0.06,-0.06,-0.07,-0.07,-0.06,-0.06,-0.06,-0.06,-0.07,-0.07,-0.08,-0.08,-0.09,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.11,-0.11,-0.12,"29/04/2013"
"24185",-0.09,-0.08,-0.08,-0.07,-0.07,-0.07,-0.08,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.1,-0.1,-0.11,-0.12,-0.12,-0.11,-0.12,-0.12,-0.12,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.14,-0.14,-0.15,-0.16,-0.16,-0.16,-0.16,"29/04/2013"
"24186",-0.16,-0.16,-0.15,-0.15,-0.14,-0.15,-0.16,-0.16,-0.16,-0.16,-0.15,-0.16,-0.16,-0.16,-0.16,-0.17,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.17,-0.16,-0.16,-0.17,-0.17,-0.17,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,"30/04/2013"
"24187",-0.1,-0.1,-0.1,-0.1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.08,-0.07,-0.06,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.09,-0.1,-0.11,-0.11,-0.11,-0.11,-0.11,-0.1,-0.1,-0.1,-0.1,"30/04/2013"
"24188",-0.07,-0.07,-0.06,-0.06,-0.07,-0.07,-0.08,-0.09,-0.09,-0.08,-0.08,-0.07,-0.06,-0.05,-0.05,-0.06,-0.06,-0.06,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.09,-0.09,-0.09,-0.09,-0.09,-0.1,"01/05/2013"
"24189",-0.08,-0.09,-0.08,-0.08,-0.07,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.09,-0.09,-0.1,"01/05/2013"
"24190",-0.06,-0.06,-0.06,-0.06,-0.07,-0.07,-0.08,-0.08,-0.07,-0.07,-0.07,-0.06,-0.07,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.09,-0.08,-0.08,-0.07,-0.06,-0.06,-0.06,-0.07,-0.08,-0.08,-0.08,-0.08,-0.07,-0.06,-0.05,-0.05,-0.06,-0.06,"02/05/2013"
"24191",-0.05,-0.05,-0.05,-0.06,-0.06,-0.07,-0.07,-0.07,-0.08,-0.08,-0.08,-0.09,-0.09,-0.1,-0.1,-0.1,-0.11,-0.12,-0.12,-0.12,-0.11,-0.12,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.1,-0.1,-0.1,-0.1,-0.09,"02/05/2013"
"24192",-0.06,-0.06,-0.06,-0.07,-0.08,-0.09,-0.09,-0.1,-0.1,-0.11,-0.11,-0.1,-0.1,-0.1,-0.1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.09,-0.08,-0.08,-0.07,-0.07,-0.06,-0.06,-0.07,-0.07,-0.07,"03/05/2013"
"24193",-0.07,-0.08,-0.09,-0.1,-0.1,-0.09,-0.09,-0.09,-0.08,-0.08,-0.08,-0.09,-0.1,-0.11,-0.11,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.11,-0.11,-0.11,-0.1,-0.09,-0.07,-0.07,"03/05/2013"
"24194",-0.09,-0.08,-0.08,-0.08,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.08,-0.08,-0.08,-0.08,-0.07,-0.08,-0.08,-0.09,-0.09,-0.09,-0.09,-0.1,-0.1,-0.1,-0.09,-0.09,-0.09,-0.09,-0.09,-0.08,-0.08,-0.08,-0.08,-0.09,-0.09,"04/05/2013"
"24195",-0.09,-0.09,-0.09,-0.09,-0.1,-0.1,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.12,-0.12,-0.12,-0.13,-0.13,-0.13,-0.12,-0.12,-0.12,-0.11,-0.11,-0.11,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.11,-0.11,-0.12,-0.12,-0.11,-0.1,"05/05/2013"
