"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
"1",38.8195853338857,37.6994735927226,38.702496359021,38.0681088138741,37.5182400490862,36.9599070796877,35.6964184043487,34.0437682083573,33.409363696872,32.4639112918346,30.9738896443992,29.4567657776364,29.0965643853751,28.8923957012948,28.2845313358925,27.0997295993326,26.0069066776788,24.3464313039957,23.1592293757803,21.9835352310871,20.1495836791623,19.7730846627837,19.1496226836879,19.1833392119404,19.0124277675065,18.1357442281449,17.9101232443889,17.5079644233471,17.1985211688417,16.4454133263142,15.8553416996972,14.9314008489083,14.0579522221239,13.506608722779,12.5400107055835,11.9846891888823,11.8585457854726
"2",64.9993142684823,63.301472565146,65.4599137190622,64.8550001946413,64.4117956816986,64.7620370238664,63.0905134780024,61.3117724680912,62.1108876161288,62.3114292060834,61.9650054905136,60.6851178449668,62.0314192083235,63.1340661798487,63.4454844583611,62.3887311030804,62.1060375109019,60.4043208554337,59.2611125687571,58.4184570058218,55.8573552883891,56.1068134737663,56.0483773768264,57.1466046179921,57.5217553617921,55.6818626916054,53.0046371310013,49.9806751227616,47.4622846153116,43.3104991195886,40.3105276030848,36.2114754216882,32.8696532791996,30.1543034171462,26.910310138098,26.0383324402413,25.7058540572549
"3",44.5994615092684,46.3048675714699,49.2895743497844,52.2676982692286,55.1335003174327,61.3551303717668,66.4664658153087,69.3736677628438,73.4563464037835,76.1889332293399,75.4910566396176,72.6909802417107,72.4685824566964,74.0043786664255,74.7495219134531,74.8984847273273,75.814319092871,74.8737273975574,72.8063275484366,68.236407626686,58.8291061262892,52.570734873018,45.3361789186906,37.8975916656576,31.3841411547916,25.9280721792768,21.9502010980223,17.6406252082603,15.3713241197299,15.9216088994141,18.0342014378477,18.8812224589162,19.8380710752952,21.1317937912027,19.8332578401791,19.5994338011133,17.6790802109881
"4",24.3112278306757,24.4232919475849,25.8858742252811,26.3915672212251,27.1389144610332,28.4211931502423,28.5542807296734,28.6765119171137,30.0834574210258,30.8785283064375,31.3910614977149,31.1314956702001,32.210314305429,33.7652153846419,34.7323248164634,34.8107136319517,35.5378963815389,35.2266715580944,35.0345955843711,34.9323641038916,33.2639277590497,33.3585875361625,33.2059609593412,33.8615801224108,34.375892542046,34.2806592250885,34.0468200389211,33.5989654018917,33.7560313776396,33.2131946489624,33.1627733885782,32.5379575358309,32.1823505351177,31.9620339165024,30.886431423063,30.6159952005186,31.0989419176368
"5",232.169727105965,226.386983112189,234.281395257945,231.304598371313,229.413237800755,227.349843207671,218.697480271089,209.665541918619,209.021412821909,205.997669672006,201.760782780544,195.967381184556,198.592150357091,202.144909903103,202.224193882065,196.957609292786,193.704692323658,185.328215304334,180.208461953376,177.007552128269,168.636518686424,171.035137878108,172.265399069256,179.421611100229,184.53522278205,183.37351388285,183.328892984231,181.668138565937,181.094929890834,173.948937976914,168.464843287787,160.137659255469,153.072301479472,147.844827076665,139.81718503699,136.450597265823,138.382213251142
"6",262.524745427635,254.615571361093,261.705126560132,256.878512967997,253.12865319458,248.457275659745,237.96323405873,226.249245532999,222.575366063898,216.534445019483,208.459998244172,200.004876379427,199.714139513812,200.236218408355,197.724668184582,190.396942622947,184.461419437479,174.254091745205,167.828345177609,163.037915897878,154.007413667881,155.391522519137,155.26724533082,160.705073856851,164.043015898788,161.247012278756,161.380221770882,160.363413135077,159.913795573746,154.000619687663,149.151609841765,141.906116451895,135.411188822934,130.973053980162,123.802270572171,119.98941869476,121.098133202035
"7",7.37462923705846,9.05607347354026,11.447885572506,12.9493222807728,14.840188693674,16.6431304373147,16.8153004941807,17.5648286373576,19.7108069229828,21.2030524827995,23.2818724611086,24.3875207196713,26.8801399490911,30.5911033446878,32.9961894617913,33.8105923179067,35.3825638882384,35.0942120232212,35.11759614663,35.7851630466938,34.5370151169427,35.8874819577879,37.2588147973391,40.5794243241649,43.9834911688503,47.1276680629239,50.4042768444509,52.8059079102951,55.8732951638942,56.8757964300421,57.9139785741188,58.3763568615289,58.9718715173197,59.4691903770388,58.7708960267051,58.6237137523138,60.8611866162807
"8",185.94367883164,173.233857959951,172.806322680459,161.492645219875,150.845494820645,134.304335048079,115.636796015014,98.4092286952585,85.7129225033149,73.6745492343709,64.1432042112766,58.6465077768251,55.7094649772166,49.1913970666809,42.4551286052426,33.8060982966014,24.3467063848004,15.7547682156541,12.2843250091594,13.4670609187329,20.3289058619433,29.5322818414684,38.7776212007856,51.4470328164449,60.45862119291,61.8740974752486,63.5862971880882,65.6410875703056,64.2288250064766,55.4662937052627,45.4308490889061,35.5958469078024,26.2596704769743,18.6528998459164,13.9852091236975,10.6755912933641,11.712479292143
"9",229.386780148542,220.989389452037,221.661032555035,216.634367306244,213.393187197036,210.901386374267,208.704009688459,201.023872749372,195.829670634044,186.145712741391,168.898914777489,153.354439263104,141.063431190136,131.985559573504,124.0440857897,116.292309872013,109.544251798997,103.781896193502,99.4235931492575,92.1530420914268,80.0807660875365,72.2408473216254,60.1879895569847,47.327460125541,34.4248646383196,22.5547892239161,20.4155580104256,21.9812445399575,25.4779109466329,37.0685700695409,48.0256527724888,59.1713488469615,68.2787469157281,78.2602286684148,82.1288982050454,79.8237761062661,77.259738569702
"10",24.0009494703415,23.2033645616923,23.2450056566396,23.1023928009632,23.3650654832272,24.5447731228635,25.3778427975357,25.8375417515599,27.0610254466491,27.3607365867737,26.763053948313,25.6570253041613,25.1933635549946,24.9559596199276,25.0677085218882,25.1347157356262,26.0241724227163,26.9720841079168,27.7017135416703,28.1055021785035,27.1804964418661,26.6902618199518,25.5253979295914,23.9073105515425,22.0625472889346,19.9540469015627,17.736980973909,16.3879853822012,15.7921171484784,16.3289954053498,17.4329832168578,18.2725592004493,19.2639282803509,20.2865918114291,20.2905385261323,20.2212204253923,19.8251311539911
